rank,name,country,region,hospital_type,total_score,percentile,certification_count
5237,Hdj Boissière Noisy Le Sec,France,Unknown,None,0,45.97,0
5238,Headley Court,United Kingdom,Unknown,None,0,45.96,0
5239,Healing Hands Clinic Private Limited; Pune; Maharashtra; India,India,Unknown,Hospital,0,45.95,0
5240,Healing Touch Super Specialty Hospital (A Unit of Blue Heavens Health Care Pvt. Ltd.); Ambala; Haryana; India,India,Unknown,Hospital,0,45.94,0
5241,Healing Tree Hospital (A Unit Of Manjusha Healthcare Pvt. Ltd.); Ghaziabad; Uttar Pradesh; India,India,Unknown,Hospital,0,45.93,0
5242,Health Authority,Canada,Unknown,None,0,45.92,0
5243,health center,United Kingdom,Unknown,None,0,45.91,0
5244,Health Central,United States,Unknown,None,0,45.90,0
5245,Health City Hospital (A Unit of North East Health City Pvt. Ltd.); Guwahati; Assam; India,India,Unknown,Hospital,0,45.89,0
5246,Health First Strathcona,Canada,Unknown,None,0,45.88,0
5247,Health Hospitals; Tenali; Andhra Pradesh; India,India,Unknown,Hospital,0,45.87,0
5248,Health Oriented Preventive Education,Pakistan,Unknown,None,0,45.86,0
5249,Health Sciences North,Canada,Unknown,None,0,45.85,0
5250,Health Services Agency of Stanislaus County,United States,Unknown,None,0,45.84,0
5251,Health Unit,United States,Unknown,None,0,45.83,0
5252,Health Worx Medical Centre Centurion Mall,South Africa,Unknown,None,0,45.82,0
5253,Health1 Superspeciality Hospital; Ahmedabad; Gujarat; India,India,Unknown,Hospital,0,45.81,0
5254,Healthcare Global Enterprises Limited; Bangalore; Karnataka; India,India,Unknown,Hospital,0,45.80,0
5255,Healthcare Global Enterprises Limited; Jaipur; Rajasthan; India,India,Unknown,Hospital,0,45.78,0
5256,Healthcare Global Enterprises Ltd; Bangalore; Karnataka; India,India,Unknown,Hospital,0,45.77,0
5257,HealthSource Saginaw,United States,Unknown,None,0,45.76,0
5258,HealthSouth Rehabilitation Hospital of Fort Smith,United States,Unknown,None,0,45.75,0
5259,HealthSouth Sugar Land Rehabilitation,United States,Unknown,None,0,45.74,0
5260,Healthway Hospitals Pvt. Ltd.; Goa; Maharashtra; India,India,Unknown,Hospital,0,45.73,0
5261,Healthworld Hospitals A Unit Of Parashmani Medical Centre Pvt Ltd; Durgapur; West Bengal; India,India,Unknown,Hospital,0,45.72,0
5262,HealthySmile Dental Clinic And Orthodontic Centre; Jabalpur; Madhya Pradesh; India,India,Unknown,Dental Facility,0,45.71,0
5263,Hearing Rehab Center,United States,Unknown,None,0,45.70,0
5264,Heart & General Hospital; Jaipur; Rajasthan; India,India,Unknown,Hospital,0,45.69,0
5265,Heart and Diabetes Center North Rhine-Westphalia,Germany,Unknown,None,0,45.68,0
5266,Heart Hospital at Swedish American Hospital,United States,Unknown,None,0,45.67,0
5267,Heart Hospital of Austin,United States,Unknown,None,0,45.66,0
5268,Hedgewar hospital,India,Unknown,None,0,45.65,0
5269,Hegaldia hôpital de jour,France,Unknown,None,0,45.64,0
5270,Heilanstalt Strecknitz,Germany,Unknown,None,0,45.63,0
5271,Heilanstalten Berlin Buch,Germany,Unknown,None,0,45.62,0
5272,Heilig-Geist-Hospital Bingen,Germany,Unknown,None,0,45.61,0
5273,Heilig-Geist-Spital in Mainz,Germany,Unknown,None,0,45.60,0
5274,Heiligenfeld Kliniken,Germany,Unknown,None,0,45.59,0
5275,Helios Hospital Berlin-Buch,Germany,Unknown,None,0,45.58,0
5276,Helios Kliniken Schwerin,Germany,Unknown,None,0,45.57,0
5277,Helios Klinikum Erfurt,Germany,Unknown,None,0,45.56,0
5278,Helios Klinikum Wuppertal,Germany,Unknown,None,0,45.55,0
5279,Hellingly Hospital Railway,United Kingdom,Unknown,None,0,45.54,0
5280,Helsingborgs lasarett,Sweden,Unknown,None,0,45.53,0
5281,Helsinki University Central Hospital,Finland,Unknown,None,0,45.52,0
5282,Hema Poly Clinic,India,Unknown,None,0,45.51,0
5283,Hendry Regional Convenient Care Center,United States,Unknown,None,0,45.50,0
5284,Hennick Bridgepoint Hospital,Canada,Unknown,None,0,45.49,0
5285,Henriettenstift,Germany,Unknown,None,0,45.48,0
5286,Henry Ford Brighton Center for Recovery,United States,Unknown,None,0,45.46,0
5287,Henry Ford Hospital,United States,Unknown,None,0,45.45,0
5288,Henry Mayo Newhall Memorial Hospital,United States,Unknown,None,0,45.44,0
5289,Henryk Jordan hospital in Łódź,Poland,Unknown,None,0,45.43,0
5290,Henryton State Hospital,United States,Unknown,None,0,45.42,0
5291,Herford Hospital,Germany,Unknown,None,0,45.41,0
5292,Heritage Healthcare Private Limited - (Earlier Certificate issued in the Name of Heritage Hospital); Varanasi; Uttar Pradesh; India,India,Unknown,Hospital,0,45.40,0
5293,Herlev Hospital,Denmark,Unknown,None,0,45.39,0
5294,Hermanos Ameijeiras Hospital,Cuba,Unknown,None,0,45.38,0
5295,Herrick Medical Center,United States,Unknown,None,0,45.37,0
5296,Hertford British Hospital,France,Unknown,None,0,45.36,0
5297,Hertford County Hospital,United Kingdom,Unknown,None,0,45.35,0
5298,Herts and Essex Hospital,United Kingdom,Unknown,None,0,45.34,0
5299,Herz-Jesu-Krankenhaus Münster-Hiltrup,Germany,Unknown,None,0,45.33,0
5300,Herzliya Medical Center,Israel,Unknown,None,0,45.32,0
5301,Herzog Hospital,Israel,Unknown,None,0,45.31,0
5302,Herzzentrum Leipzig,Germany,Unknown,None,0,45.30,0
5303,Hewu Hospital,South Africa,Unknown,None,0,45.29,0
5304,Heybeliada Sanatorium,Turkey,Unknown,None,0,45.28,0
5305,Heyfield Hospital,Australia,Unknown,None,0,45.27,0
5306,Heywood Rural Health,Australia,Unknown,None,0,45.26,0
5307,Hickman Community Hospital,United States,Unknown,None,0,45.25,0
5308,Hietzing hospital,Austria,Unknown,None,0,45.24,0
5309,High Royds Hospital Railway,United Kingdom,Unknown,None,0,45.23,0
5310,Highland Hospital,India,Unknown,None,0,45.22,0
5311,Highland Park General Hospital,United States,Unknown,None,0,45.21,0
5312,Highlands Regional Medical Center,United States,Unknown,None,0,45.20,0
5313,Highway Hospital ; Varanasi; Uttar Pradesh; India,India,Unknown,Hospital,0,45.19,0
5314,Hillcrest Hospital,United States,Unknown,None,0,45.18,0
5315,Hillcrest Private Hospital,Australia,Unknown,None,0,45.17,0
5316,Hillel Yaffe Medical Center,Israel,Unknown,None,0,45.16,0
5317,Hillingdon Hospital,United Kingdom,Unknown,None,0,45.14,0
5318,Hillsborough Hospital,Canada,Unknown,None,0,45.13,0
5319,Hillside Hospital,United States,Unknown,None,0,45.12,0
5320,Himachal Healthcare Pvt. Ltd.; Kangra; Himachal Pradesh; India,India,Unknown,Hospital,0,45.11,0
5321,Himalayan Hospital ( A Constituent unit of Swami  Rama Himalayan University); Dehradun; Uttarakhand; India,India,Unknown,Hospital,0,45.10,0
5322,Hind Institute Of Medical Sciences ; Barabanki; Uttar Pradesh; India,India,Unknown,Hospital,0,45.09,0
5323,Hindu Mission Health Services ; Chennai; Tamil Nadu; India,India,Unknown,Hospital,0,45.08,0
5324,Hindu Mission Health Services; Kanchipuram,India,Unknown,None,0,45.07,0
5325,Hindu Mission Hospital; Chennai; Tamil Nadu; India,India,Unknown,Hospital,0,45.06,0
5326,Hinton Healthcare Centre,Canada,Unknown,None,0,45.05,0
5327,Hiranandani Hospital (A fortis associate hospital); Mumbai; Maharashtra; India,India,Unknown,Hospital,0,45.04,0
5328,HLG Memorial Hospital ; Asansol; West Bengal; India,India,Unknown,Hospital,0,45.03,0
5329,HMC Antoniushove,Netherlands,Unknown,None,0,45.02,0
5330,Hoag Health Center Huntington Beach,United States,Unknown,None,0,45.01,0
5331,Hoag Hospital Newport Beach,United States,Unknown,None,0,45.00,0
5332,Hobart Private Hospital,Australia,Unknown,None,0,44.99,0
5333,Hobeni Clinic,South Africa,Unknown,None,0,44.98,0
5334,Hoboken University Medical Center,United States,Unknown,None,0,44.97,0
5335,Hodgeman County Health Center,United States,Unknown,None,0,44.96,0
5336,Hohenlychen Sanatorium,Germany,Unknown,None,0,44.95,0
5337,Hoima Hospital,Uganda,Unknown,None,0,44.94,0
5338,Holland Bloorview Kids Rehabilitation Hospital,Canada,Unknown,None,0,44.93,0
5339,Hollywood Presbyterian Medical Center,United States,Unknown,None,0,44.92,0
5340,Hollywood Private Hospital,Australia,Unknown,None,0,44.91,0
5341,Holston Valley Medical Center,United States,Unknown,None,0,44.90,0
5342,Holsworthy Health Centre,Australia,Unknown,None,0,44.89,0
5343,Holy Cross Cancer Center,Poland,Unknown,None,0,44.88,0
5344,Holy Cross Hospital; Ambikapur; Chattisgarh; India,India,Unknown,Hospital,0,44.87,0
5345,Holy Cross Hospital; Jashpur; Chattisgarh; India,India,Unknown,Hospital,0,44.86,0
5346,Holy Cross Hospital; Nagercoil; Tamil Nadu; India,India,Unknown,Hospital,0,44.85,0
5347,Holy Family Hospital Plassanal,India,Unknown,None,0,44.84,0
5348,Holy Family Hospital; Mumbai,India,Unknown,None,0,44.83,0
5349,Holy Family Hospital; Mumbai; Maharashtra; India,India,Unknown,Hospital,0,44.81,0
5350,Holy Family Hospital; New Delhi; New Delhi; Delhi; India,India,Unknown,Hospital,0,44.80,0
5351,Holy Heart Super Specialty & Trauma Center; Rohtak; Haryana; India,India,Unknown,Hospital,0,44.79,0
5352,Holy Innocents Children's Hospital,Uganda,Unknown,None,0,44.78,0
5353,Holy Spirit Hospital; Mumbai; Maharashtra; India,India,Unknown,Hospital,0,44.77,0
5354,Hombalkar Surgical Hospital; Sangli; Maharashtra; India,India,Unknown,Hospital,0,44.76,0
5355,Homeopathic Clinic,India,Unknown,None,0,44.75,0
5356,Homer G. Phillips Hospital,United States,Unknown,None,0,44.74,0
5357,Hong Kong Adventist Hospital – Stubbs Road,People's Republic of China,Unknown,None,0,44.73,0
5358,Hong Kong Adventist Hospital – Tsuen Wan,People's Republic of China,Unknown,None,0,44.72,0
5359,Hong Kong Baptist Hospital,People's Republic of China,Unknown,None,0,44.71,0
5360,Hope and Heal Cancer Hospital and Research Center Pvt. Ltd.; Silliguri; West Bengal; India,India,Unknown,Hospital,0,44.70,0
5361,Hope Hospital (Unit of Al Hope Hospital Pvt. Ltd.); Sabarkantha; Gujarat; India,India,Unknown,Hospital,0,44.69,0
5362,Hopetoun House,United Kingdom,Unknown,None,0,44.68,0
5363,Hopital de Dieulefit,France,Unknown,None,0,44.67,0
5364,Hopital de Jour Catalpa,France,Unknown,None,0,44.66,0
5365,Hopital de St Bonnet le Château,France,Unknown,None,0,44.65,0
5366,Hopital psychiatrique Henri Ey,France,Unknown,None,0,44.64,0
5367,Horizon Prime Hospital; Thane; Maharashtra; India,India,Unknown,Hospital,0,44.63,0
5368,Horncastle War Memorial Hospital,United Kingdom,Unknown,None,0,44.62,0
5369,Horton General Hospital,United Kingdom,Unknown,None,0,44.61,0
5370,Horton Midwifery-led Unit,United Kingdom,Unknown,None,0,44.60,0
5371,HOSMAT,India,Unknown,None,0,44.59,0
5372,Hosmat Hospital; Bangalore; Karnataka; India,India,Unknown,Hospital,0,44.58,0
5373,Hospice & Palliative Care of Northeastern Illinois,United States,Unknown,None,0,44.57,0
5374,Hospice de Bazas,France,Unknown,None,0,44.56,0
5375,Hospice de Chablis,France,Unknown,None,0,44.55,0
5376,Hospice de Châtillon-sur-Chalaronne,France,Unknown,None,0,44.54,0
5377,hospice de la Charité,France,Unknown,None,0,44.53,0
5378,Hospice de la Charité de Beaune,France,Unknown,None,0,44.52,0
5379,hospice des Petites-Maisons,France,Unknown,None,0,44.51,0
5380,Hospice général de Lille,France,Unknown,None,0,44.49,0
5381,Hospice of Soubise,France,Unknown,None,0,44.48,0
5382,hospice Saint-Michel,France,Unknown,None,0,44.47,0
5383,Hospice Saint-Nicolas,France,Unknown,None,0,44.46,0
5384,Hospices de Beaune,France,Unknown,None,0,44.45,0
5385,Hospices de Seurre,France,Unknown,None,0,44.44,0
5386,Hospitaal van Bavière,Belgium,Unknown,None,0,44.43,0
5387,Hospital Albert Schweitzer Haiti,Haiti,Unknown,None,0,44.42,0
5388,Hospital Alemán,Argentina,Unknown,None,0,44.41,0
5389,Hospital Arlesheim,Switzerland,Unknown,None,0,44.40,0
5390,Hospital Barmherzige Brüder,Germany,Unknown,None,0,44.39,0
5391,Hospital Barros Luco-Trudeau,Chile,Unknown,None,0,44.38,0
5392,Hospital Bazán,Spain,Unknown,None,0,44.37,0
5393,Hospital Besut,Malaysia,Unknown,None,0,44.36,0
5394,Hospital Bludenz,Austria,Unknown,None,0,44.35,0
5395,Hospital Borda,Argentina,Unknown,None,0,44.34,0
5396,Hospital Bregenz,Austria,Unknown,None,0,44.33,0
5397,Hospital Car Park,United Kingdom,Unknown,None,0,44.32,0
5398,Hospital Carlos Andrade Marín,Ecuador,Unknown,None,0,44.31,0
5399,Hospital Carlos Van Buren,Chile,Unknown,None,0,44.30,0
5400,Hospital Central de Maracay,Venezuela,Unknown,None,0,44.29,0
5401,Hospital CIMA,Costa Rica,Unknown,None,0,44.28,0
5402,Hospital Civil de Guadalajara "Fray Antonio Alcalde",Mexico,Unknown,None,0,44.27,0
5403,Hospital Clinc Manuel Quintela,Uruguay,Unknown,None,0,44.26,0
5404,Hospital Clínic Universitari de València,Spain,Unknown,None,0,44.25,0
5405,Hospital Clínica Santa Rita,Costa Rica,Unknown,None,0,44.24,0
5406,Hospital Clínico de la Universidad de Chile,Chile,Unknown,None,0,44.23,0
5407,Hospital Clínico San Carlos,Spain,Unknown,None,0,44.22,0
5408,Hospital Clínico Universitario de Valladolid,Spain,Unknown,None,0,44.21,0
5409,Hospital Clínico Universitario Lozano Blesa,Spain,Unknown,None,0,44.20,0
5410,Hospital Clínico Universitario Virgen de la Arrixaca,Spain,Unknown,None,0,44.19,0
5411,Hospital Costa del Sol,Spain,Unknown,None,0,44.18,0
5412,Hospital Cristiano Jerusalem,Costa Rica,Unknown,None,0,44.16,0
5413,Hospital d'Inca,Spain,Unknown,None,0,44.15,0
5414,Hospital Davos,Switzerland,Unknown,None,0,44.14,0
5415,Hospital de Bellvitge,Spain,Unknown,None,0,44.13,0
5416,Hospital de Clínicas José de San Martín,Argentina,Unknown,None,0,44.12,0
5417,Hospital de Curry Cabral,Portugal,Unknown,None,0,44.11,0
5418,Hospital de Damas,United States,Unknown,None,0,44.10,0
5419,Hospital de El Escorial,Spain,Unknown,None,0,44.09,0
5420,Hospital de El Toyo,Spain,Unknown,None,0,44.08,0
5421,Hospital de Emergencias Clemente Álvarez,Argentina,Unknown,None,0,44.07,0
5422,Hospital de Jesús Nazareno,Mexico,Unknown,None,0,44.06,0
5423,Hospital de las Cinco Llagas,Spain,Unknown,None,0,44.05,0
5424,Hospital de León,Spain,Unknown,None,0,44.04,0
5425,Hospital de los Marqueses de Linares,Spain,Unknown,None,0,44.03,0
5426,Hospital de Madrid Torrelodones,Spain,Unknown,None,0,44.02,0
5427,Hospital de Navarra; Pamplona,Spain,Unknown,None,0,44.01,0
5428,Hospital de San Rafael; Madrid,Spain,Unknown,None,0,44.00,0
5429,Hospital de San Ramon,Costa Rica,Unknown,None,0,43.99,0
5430,Hospital de San Sebastián,Spain,Unknown,None,0,43.98,0
5431,Hospital de Santiago,Spain,Unknown,None,0,43.97,0
5432,Hospital de Santo António,Portugal,Unknown,None,0,43.96,0
5433,Hospital de Sierre,Switzerland,Unknown,None,0,43.95,0
5434,Hospital del Divino Salvador,Mexico,Unknown,None,0,43.94,0
5435,Hospital del Mar,Spain,Unknown,None,0,43.93,0
5436,Hospital del Niño Jesús,Spain,Unknown,None,0,43.92,0
5437,Hospital del Tajo; Aranjuez,Spain,Unknown,None,0,43.91,0
5438,Hospital Dipreca,Chile,Unknown,None,0,43.90,0
5439,Hospital Divino Vallés,Spain,Unknown,None,0,43.89,0
5440,Hospital Domingo Funes,Argentina,Unknown,None,0,43.88,0
5441,Hospital Dornbirn,Austria,Unknown,None,0,43.87,0
5442,Hospital Dr. Eduardo Pereira,Chile,Unknown,None,0,43.86,0
5443,Hospital Dr. Luis Tisne Brousse,Chile,Unknown,None,0,43.84,0
5444,Hospital Dr. Tony Facio Castro,Costa Rica,Unknown,None,0,43.83,0
5445,Hospital Dresden Friedrichstadt,Germany,Unknown,None,0,43.82,0
5446,Hospital Durand,Argentina,Unknown,None,0,43.81,0
5447,Hospital El Carmen,Chile,Unknown,None,0,43.80,0
5448,Hospital Escuela Eva Perón,Argentina,Unknown,None,0,43.79,0
5449,Hospital Feldkirch,Austria,Unknown,None,0,43.78,0
5450,Hospital for Mental Health; Vadodara; Gujarat; India,India,Unknown,Hospital,0,43.77,0
5451,Hospital for Sick Children,Canada,Unknown,None,0,43.76,0
5452,Hospital for Special Surgery,United States,Unknown,None,0,43.75,0
5453,Hospital for Tropical Diseases,United Kingdom,Unknown,None,0,43.74,0
5454,Hospital General de la Plaza de la Salud,Dominican Republic,Unknown,None,0,43.73,0
5455,Hospital General de la Santísima Trinidad; Salamanca,Spain,Unknown,None,0,43.72,0
5456,Hospital General de Medellín,Colombia,Unknown,None,0,43.71,0
5457,Hospital General San Jorge,Spain,Unknown,None,0,43.70,0
5458,Hospital General Universitario de Ciudad Real,Spain,Unknown,None,0,43.69,0
5459,Hospital General Universitario de Elche,Spain,Unknown,None,0,43.68,0
5460,Hospital General Universitario de Elda Virgen de la Salud,Spain,Unknown,None,0,43.67,0
5461,Hospital General Universitario Reina Sofía,Spain,Unknown,None,0,43.66,0
5462,Hospital Graubünden,Switzerland,Unknown,None,0,43.65,0
5463,Hospital Hasliberg,Switzerland,Unknown,None,0,43.64,0
5464,Hospital Holistica Engiadina,Switzerland,Unknown,None,0,43.63,0
5465,Hospital in Lesko,Poland,Unknown,None,0,43.62,0
5466,Hospital in Tarnobrzeg,Poland,Unknown,None,0,43.61,0
5467,Hospital in Złocieniec,Poland,Unknown,None,0,43.60,0
5468,Hospital Infanta Margarita,Spain,Unknown,None,0,43.59,0
5469,Hospital Interlaken,Switzerland,Unknown,None,0,43.58,0
5470,Hospital Jules-Gonin,Switzerland,Unknown,None,0,43.57,0
5471,Hospital Kiang Wu,People's Republic of China,Unknown,None,0,43.56,0
5472,Hospital la Lignière,Switzerland,Unknown,None,0,43.55,0
5473,Hospital La Serena,Chile,Unknown,None,0,43.54,0
5474,Hospital Lagomarsino,Argentina,Unknown,None,0,43.52,0
5475,Hospital Laufen,Switzerland,Unknown,None,0,43.51,0
5476,Hospital Lienz,Austria,Unknown,None,0,43.50,0
5477,Hospital Lilienfeld,Austria,Unknown,None,0,43.49,0
5478,Hospital Lindenbrunn,Germany,Unknown,None,0,43.48,0
5479,Hospital Los Samanes,Venezuela,Unknown,None,0,43.47,0
5480,Hospital Luis Calvo Mackenna,Chile,Unknown,None,0,43.46,0
5481,Hospital Luzern,Switzerland,Unknown,None,0,43.45,0
5482,Hospital Maciel,Uruguay,Unknown,None,0,43.44,0
5483,Hospital Mateu Orfila,Spain,Unknown,None,0,43.43,0
5484,Hospital Max Peralta,Costa Rica,Unknown,None,0,43.42,0
5485,Hospital Meiringen,Switzerland,Unknown,None,0,43.41,0
5486,Hospital Metropolitano de Santiago,Dominican Republic,Unknown,None,0,43.40,0
5487,Hospital Metropolitano Dr. Pila,United States,Unknown,None,0,43.39,0
5488,Hospital Militar Central,Argentina,Unknown,None,0,43.38,0
5489,Hospital Militar de San Carlos,Spain,Unknown,None,0,43.37,0
5490,Hospital Muñiz,Argentina,Unknown,None,0,43.36,0
5491,Hospital Nacional "Arzobispo Loayza",Peru,Unknown,None,0,43.35,0
5492,Hospital Nacional de Parapléjicos de Toledo,Spain,Unknown,None,0,43.34,0
5493,Hospital Nacional Larga Estancia,Panama,Unknown,None,0,43.33,0
5494,Hospital Nacional Profesor Alejandro Posadas,Argentina,Unknown,None,0,43.32,0
5495,Hospital Nacional Rosales,El Salvador,Unknown,None,0,43.31,0
5496,Hospital Nacional San Juan de Dios,Guatemala,Unknown,None,0,43.30,0
5497,Hospital Naval Almirante Nef,Chile,Unknown,None,0,43.29,0
5498,Hospital Naval Central,Argentina,Unknown,None,0,43.28,0
5499,Hospital NEO,Finland,Unknown,None,0,43.27,0
5500,Hospital Nidwalden,Switzerland,Unknown,None,0,43.26,0
5501,Hospital Nuncio Nuevo,Spain,Unknown,None,0,43.25,0
5502,Hospital of Cerdanya,Spain,Unknown,None,0,43.24,0
5503,Hospital of Gorliz,Spain,Unknown,None,0,43.23,0
5504,Hospital of Lithuanian University of Health Sciences Kaunas Clinics,Lithuania,Unknown,None,0,43.22,0
5505,Hospital of Saint Raphael,United States,Unknown,None,0,43.21,0
5506,Hospital of Santa Maria Nuova,Italy,Unknown,None,0,43.19,0
5507,Hospital of St John and St Elizabeth,United Kingdom,Unknown,None,0,43.18,0
5508,Hospital of St John Baptist without the Barrs,United Kingdom,Unknown,None,0,43.17,0
5509,Hospital of St John the Baptist; High Wycombe,United Kingdom,Unknown,None,0,43.16,0
5510,Hospital of St John the Baptist; Winchester,United Kingdom,Unknown,None,0,43.15,0
5511,Hospital of St. Cross; Rugby,United Kingdom,Unknown,None,0,43.14,0
5512,Hospital of the Brothers Hospitallers; Eisenstadt,Austria,Unknown,None,0,43.13,0
5513,hospital of the Holy Spirit,Hungary,Unknown,None,0,43.12,0
5514,Hospital of the University of Pennsylvania,United States,Unknown,None,0,43.11,0
5515,Hospital of Torremolinos,Spain,Unknown,None,0,43.10,0
5516,Hospital of Ville-Évrard,France,Unknown,None,0,43.09,0
5517,Hospital Oncológico Andrés Grillasca,United States,Unknown,None,0,43.08,0
5518,Hospital Parit Buntar,Malaysia,Unknown,None,0,43.07,0
5519,Hospital Perea,United States,Unknown,None,0,43.06,0
5520,Hospital Pereira Rossell,Uruguay,Unknown,None,0,43.05,0
5521,Hospital Pirovano,Argentina,Unknown,None,0,43.04,0
5522,Hospital Provincial de Nuestra Señora de Gracia,Spain,Unknown,None,0,43.03,0
5523,Hospital Provincial de Rosário,Argentina,Unknown,None,0,43.02,0
5524,Hospital Provincial del Centenario,Argentina,Unknown,None,0,43.01,0
5525,Hospital Psiquiatria Forense De Ponce,United States,Unknown,None,0,43.00,0
5526,Hospital Punta de Europa,Spain,Unknown,None,0,42.99,0
5527,Hospital Punta Pacifica,Panama,Unknown,None,0,42.98,0
5528,Hospital Quirónsalud,Spain,Unknown,None,0,42.97,0
5529,Hospital Raja Permaisuri Bainun,Malaysia,Unknown,None,0,42.96,0
5530,Hospital Ramos Mejía,Argentina,Unknown,None,0,42.95,0
5531,Hospital Rankweil,Austria,Unknown,None,0,42.94,0
5532,Hospital Real de Todos os Santos,Portugal,Unknown,None,0,42.93,0
5533,Hospital Rivadavia,Argentina,Unknown,None,0,42.92,0
5534,Hospital Roberto del Río,Chile,Unknown,None,0,42.91,0
5535,Hospital Saint Bois,Uruguay,Unknown,None,0,42.90,0
5536,Hospital San Antonio Inc,United States,Unknown,None,0,42.89,0
5537,Hospital San Juan de Dios; Bogota,Colombia,Unknown,None,0,42.87,0
5538,Hospital San Juan de la Cruz,Spain,Unknown,None,0,42.86,0
5539,Hospital San Pablo de Coquimbo,Chile,Unknown,None,0,42.85,0
5540,Hospital San Vicente de Paul; Santiago de Chile,Chile,Unknown,None,0,42.84,0
5541,Hospital Santa Cristina,Spain,Unknown,None,0,42.83,0
5542,Hospital Santiago Apóstol,Spain,Unknown,None,0,42.82,0
5543,Hospital Tengku Ampuan Afzan,Malaysia,Unknown,None,0,42.81,0
5544,Hospital Udaondo,Argentina,Unknown,None,0,42.80,0
5545,Hospital Universitari de la Ribera,Spain,Unknown,None,0,42.79,0
5546,Hospital Universitario 12 de Octubre,Spain,Unknown,None,0,42.78,0
5547,Hospital Universitario de Burgos,Spain,Unknown,None,0,42.77,0
5548,Hospital Universitario de Canarias,Spain,Unknown,None,0,42.76,0
5549,Hospital Universitario de Getafe,Spain,Unknown,None,0,42.75,0
5550,Hospital Universitario de Guadalajara,Spain,Unknown,None,0,42.74,0
5551,Hospital Universitario de La Princesa,Spain,Unknown,None,0,42.73,0
5552,Hospital Universitario de Torrejón,Spain,Unknown,None,0,42.72,0
5553,Hospital Universitario del Henares,Spain,Unknown,None,0,42.71,0
5554,Hospital Universitario Infanta Sofía,Spain,Unknown,None,0,42.70,0
5555,Hospital Universitario Insular de Gran Canaria,Spain,Unknown,None,0,42.69,0
5556,Hospital Universitario La Paz,Spain,Unknown,None,0,42.68,0
5557,Hospital Universitario Miguel Servet,Spain,Unknown,None,0,42.67,0
5558,Hospital Universitario Nuestra Señora de Candelaria,Spain,Unknown,None,0,42.66,0
5559,Hospital Universitario Príncipe de Asturias,Spain,Unknown,None,0,42.65,0
5560,Hospital Universitario Puerta de Hierro Majadahonda,Spain,Unknown,None,0,42.64,0
5561,Hospital Universitario Puerto Real,Spain,Unknown,None,0,42.63,0
5562,Hospital Universitario Ramón y Cajal,Spain,Unknown,None,0,42.62,0
5563,Hospital Universitario Río Hortega,Spain,Unknown,None,0,42.61,0
5564,Hospital Universitario San Cecilio ( Parque Tecnológico de la Salud),Spain,Unknown,None,0,42.60,0
5565,Hospital Universitario San Ignacio,Colombia,Unknown,None,0,42.59,0
5566,Hospital Universitario Son Espases,Spain,Unknown,None,0,42.58,0
5567,Hospital Villemin Paul Doumer,France,Unknown,None,0,42.57,0
5568,Hospital Virgen de la Victoria (Málaga),Spain,Unknown,None,0,42.55,0
5569,Hospital Virgen del Camino,Spain,Unknown,None,0,42.54,0
5570,Hospital Waid,Switzerland,Unknown,None,0,42.53,0
5571,Hospital Winterthur,Switzerland,Unknown,None,0,42.52,0
5572,Hospital WP Labuan,Malaysia,Unknown,None,0,42.51,0
5573,Hospital zum heiligen Geist (Frankfurt am Main),Germany,Unknown,None,0,42.50,0
5574,Hospital Álvarez Buylla,Spain,Unknown,None,0,42.49,0
5575,Hospital-Asilo de San Juan de Dios,Spain,Unknown,None,0,42.48,0
5576,Hospitals in Bad Hersfeld,Germany,Unknown,None,0,42.47,0
5577,Hospitals in Kreis Minden-Lübbecke,Germany,Unknown,None,0,42.46,0
5578,Hotel Dieu Shaver Health and Rehabilitation Centre,Canada,Unknown,None,0,42.45,0
5579,Hounslow Medical Centre,United Kingdom,Unknown,None,0,42.44,0
5580,House of Empress Augustus Viktoria,Germany,Unknown,None,0,42.43,0
5581,Howard County General Hospital,United States,Unknown,None,0,42.42,0
5582,Howard University Hospital,United States,Unknown,None,0,42.41,0
5583,Huda Tust Hospital; Haripad; Kerala; India,India,Unknown,Hospital,0,42.40,0
5584,Huddersfield Royal Infirmary,United Kingdom,Unknown,None,0,42.39,0
5585,Hue Central Hospital,Vietnam,Unknown,None,0,42.38,0
5586,Hughenden Hospital,Australia,Unknown,None,0,42.37,0
5587,Hughes Spalding Children's Hospital,United States,Unknown,None,0,42.36,0
5588,Hull and East Riding Hospital,United Kingdom,Unknown,None,0,42.35,0
5589,Hull Royal Infirmary,United Kingdom,Unknown,None,0,42.34,0
5590,Human Care Medical Charitable Trust; Delhi; Delhi; India,India,Unknown,Hospital,0,42.33,0
5591,Humana Hospital,United States,Unknown,None,0,42.32,0
5592,Humber River Hospital,Canada,Unknown,None,0,42.31,0
5593,Humboldt District Hospital,Canada,Unknown,None,0,42.30,0
5594,Hunjan Hospital; Ludhiana; Punjab; India,India,Unknown,Hospital,0,42.29,0
5595,Hunt Regional Medical Center,United States,Unknown,None,0,42.28,0
5596,Hunter Holmes McGuire Veterans Administration Medical Center,United States,Unknown,None,0,42.27,0
5597,Hunterdon Medical Center,United States,Unknown,None,0,42.26,0
5598,Hunters Hill Private Hospital,Australia,Unknown,None,0,42.25,0
5599,Huntington Health Center,United States,Unknown,None,0,42.24,0
5600,Huntington Hospital,United States,Unknown,None,0,42.22,0
