overall_rank,name,country,region,hospital_type,total_score,percentile,certification_score,quality_initiatives_score,patient_feedback_score,certification_count
472,HCG Aastha Cancer Centre (A Unit of HCG Medi-Surge Hospitals Pvt. Ltd.),India,Asia-Pacific,Cancer Specialty,16.8,70.34,16.8,0,0,1
473,"HCG Curie City Cancer Centre, Vijaywada",India,Asia-Pacific,Cancer Specialty,16.8,70.28,16.8,0,0,1
474,HCG EKO Cancer Centre,India,Asia-Pacific,Cancer Specialty,16.8,70.21,16.8,0,0,1
475,HCG Hospitals,India,Asia-Pacific,General Hospital,16.8,70.15,16.8,0,0,1
476,HCG Hospitals ( A Unit of Healthcare Global Enterprises Ltd.),India,Asia-Pacific,General Hospital,16.8,70.09,16.8,0,0,1
477,HCG Hospitals (Unit of HCG Sun Hospitals LLP),India,Asia-Pacific,General Hospital,16.8,70.03,16.8,0,0,1
478,HCG Manavata Cancer Centre,India,Asia-Pacific,Cancer Specialty,16.8,69.96,16.8,0,0,1
479,HCG NCHRI Cancer Centre (A unit of HCG NCHRI Oncology LLP),India,Asia-Pacific,Cancer Specialty,16.8,69.9,16.8,0,0,1
480,HCG Panda Cancer Hospital,India,Asia-Pacific,Cancer Specialty,16.8,69.84,16.8,0,0,1
481,HCG Pinnacle Cancer Centre (A Unit of HCG Pinnacle Oncology Pvt Ltd.),India,Asia-Pacific,Cancer Specialty,16.8,69.77,16.8,0,0,1
482,Healing Hands Clinic Private Limited,India,Asia-Pacific,General Hospital,16.8,69.71,16.8,0,0,1
483,Healing Touch Super Specialty Hospital (A Unit of Blue Heavens Health Care Pvt. Ltd.),India,Asia-Pacific,Multi Specialty,16.8,69.65,16.8,0,0,1
484,Healing Tree Hospital (A Unit Of Manjusha Healthcare Pvt. Ltd.),India,Asia-Pacific,General Hospital,16.8,69.58,16.8,0,0,1
485,Health City Hospital (A Unit of North East Health City Pvt. Ltd.),India,Asia-Pacific,General Hospital,16.8,69.52,16.8,0,0,1
486,Health1 Superspeciality Hospital,India,Asia-Pacific,General Hospital,16.8,69.46,16.8,0,0,1
487,Healthcare Global Enterprises Limited,India,Asia-Pacific,General Hospital,16.8,69.4,16.8,0,0,1
488,Healthcare Global Enterprises Ltd,India,Asia-Pacific,General Hospital,16.8,69.33,16.8,0,0,1
489,Healthway Hospitals Pvt. Ltd.,India,Asia-Pacific,General Hospital,16.8,69.27,16.8,0,0,1
490,Healthworld Hospitals A Unit Of Parashmani Medical Centre Pvt Ltd,India,Asia-Pacific,General Hospital,16.8,69.21,16.8,0,0,1
491,Heart & General Hospital,India,Asia-Pacific,Cardiac Specialty,16.8,69.14,16.8,0,0,1
492,Heritage Healthcare Private Limited - (Earlier Certificate issued in the Name of Heritage Hospital),India,Asia-Pacific,General Hospital,16.8,69.08,16.8,0,0,1
493,Himachal Healthcare Pvt. Ltd.,India,Asia-Pacific,General Hospital,16.8,69.02,16.8,0,0,1
494,Himalayan Hospital ( A Constituent unit of Swami Rama Himalayan University),India,Asia-Pacific,General Hospital,16.8,68.95,16.8,0,0,1
495,Hindu Mission Hospital,India,Asia-Pacific,General Hospital,16.8,68.89,16.8,0,0,1
496,Hiranandani Hospital (A fortis associate hospital),India,Asia-Pacific,General Hospital,16.8,68.83,16.8,0,0,1
497,Holy Cross Hospital,India,Asia-Pacific,General Hospital,16.8,68.77,16.8,0,0,1
498,Holy Family Hospital,India,Asia-Pacific,General Hospital,16.8,68.7,16.8,0,0,1
499,"Holy Family Hospital, New Delhi",India,Asia-Pacific,General Hospital,16.8,68.64,16.8,0,0,1
500,Holy Heart Super Specialty & Trauma Center,India,Asia-Pacific,Cardiac Specialty,16.8,68.58,16.8,0,0,1
501,Holy Spirit Hospital,India,Asia-Pacific,General Hospital,16.8,68.51,16.8,0,0,1
502,Hope and Heal Cancer Hospital and Research Center Pvt. Ltd.,India,Asia-Pacific,Cancer Specialty,16.8,68.45,16.8,0,0,1
503,Hope Hospital (Unit of Al Hope Hospital Pvt. Ltd.),India,Asia-Pacific,General Hospital,16.8,68.39,16.8,0,0,1
504,Horizon Prime Hospital,India,Asia-Pacific,General Hospital,16.8,68.32,16.8,0,0,1
505,Hosmat Hospital,India,Asia-Pacific,General Hospital,16.8,68.26,16.8,0,0,1
506,Human Care Medical Charitable Trust,India,Asia-Pacific,General Hospital,16.8,68.2,16.8,0,0,1
507,IBM Hospital and Trauma Centre (A Unit of Gaurav Hospital Pvt. Ltd.),India,Asia-Pacific,General Hospital,16.8,68.14,16.8,0,0,1
508,Icon Hospital,India,Asia-Pacific,General Hospital,16.8,68.07,16.8,0,0,1
509,IGKC Multispecialty Hospital (A Unit of Institute of Gastro and Kidney Care Pvt. Ltd.),India,Asia-Pacific,Multi Specialty,16.8,68.01,16.8,0,0,1
510,IIMT Life Line Hospital,India,Asia-Pacific,General Hospital,16.8,67.95,16.8,0,0,1
511,ILS Hospitals Agartala (Unit of GPT Healthcare Pvt. Ltd.),India,Asia-Pacific,General Hospital,16.8,67.88,16.8,0,0,1
512,ILS Hospitals Dumdum Unit Of GPT Healthcare Pvt. Ltd.,India,Asia-Pacific,General Hospital,16.8,67.82,16.8,0,0,1
513,"Imbichibava Memorial Co-Operative Hospitaland Research Centre Society Ltd. No.M-841, Alathiyur Post, Tirur Malappuram",India,Asia-Pacific,General Hospital,16.8,67.76,16.8,0,0,1
514,Imperial Hospital And Research Centre Pvt Ltd,India,Asia-Pacific,General Hospital,16.8,67.7,16.8,0,0,1
515,IMS & SUM Hospital,India,Asia-Pacific,General Hospital,16.8,67.63,16.8,0,0,1
516,Index Medical College Hospital & Research Centre,India,Asia-Pacific,Teaching Hospital,16.8,67.57,16.8,0,0,1
517,Indian Spinal Injuries Centre,India,Asia-Pacific,General Hospital,16.8,67.51,16.8,0,0,1
518,"Indiana Hospital & Heart Institute Pvt Ltd.,",India,Asia-Pacific,Cardiac Specialty,16.8,67.44,16.8,0,0,1
519,Indraprastha Medical Corporation Ltd.,India,Asia-Pacific,General Hospital,16.8,67.38,16.8,0,0,1
520,Indus Hospitals (A Unit of Vasugan Medical Specialities Pvt. Ltd.),India,Asia-Pacific,General Hospital,16.8,67.32,16.8,0,0,1
521,Indus International Hospital,India,Asia-Pacific,General Hospital,16.8,67.25,16.8,0,0,1
522,Indus Jaipur Hospital (A Unit Sharma Memorial Hospital & Research Institute),India,Asia-Pacific,Teaching Hospital,16.8,67.19,16.8,0,0,1
523,Indus Super Speciality Hospital,India,Asia-Pacific,General Hospital,16.8,67.13,16.8,0,0,1
524,Infinity Care Hospital,India,Asia-Pacific,General Hospital,16.8,67.07,16.8,0,0,1
525,Innocent Hearts Superspeciality Hospital,India,Asia-Pacific,Cardiac Specialty,16.8,67.0,16.8,0,0,1
526,Inodaya Hospitals( A Unit of Godavarthy Narasimha Murthy Health Care Pvt.Ltd),India,Asia-Pacific,General Hospital,16.8,66.94,16.8,0,0,1
527,Institute Of Human Behaviour And Allied Sciences,India,Asia-Pacific,Teaching Hospital,16.8,66.88,16.8,0,0,1
528,Institute of Nephro Urology,India,Asia-Pacific,Teaching Hospital,16.8,66.81,16.8,0,0,1
529,Institute of Neurosciences,India,Asia-Pacific,Neurological Specialty,16.8,66.75,16.8,0,0,1
530,Integral Hospital-integral Institute of Medical Sciences & Research,India,Asia-Pacific,Teaching Hospital,16.8,66.69,16.8,0,0,1
531,IQRAA International Hospital & Research Centre,India,Asia-Pacific,General Hospital,16.8,66.62,16.8,0,0,1
532,Isha multispeciality hospital,India,Asia-Pacific,General Hospital,16.8,66.56,16.8,0,0,1
533,Ivory Hospital Pvt. Ltd.,India,Asia-Pacific,General Hospital,16.8,66.5,16.8,0,0,1
534,J. Watumull Global Hospital & Research Centre,India,Asia-Pacific,General Hospital,16.8,66.44,16.8,0,0,1
535,Jabalpur Hospital & Research Centre,India,Asia-Pacific,General Hospital,16.8,66.37,16.8,0,0,1
536,Jagadguru Sri Shivarathreeshwara Hospital,India,Asia-Pacific,General Hospital,16.8,66.31,16.8,0,0,1
537,Jagannath Gupta Institute of Medical Sciences and Hospital,India,Asia-Pacific,Teaching Hospital,16.8,66.25,16.8,0,0,1
538,Jai Clinic and Nursing Home,India,Asia-Pacific,General Hospital,16.8,66.18,16.8,0,0,1
539,Jain Social Federationâ€™s Anandrishiji Hospital and Medical Research Centre - (Earlier Certificate issued in the Name of Jain Social Federations Anandrishiji Hospital & Cardiac Surgery Centre),India,Asia-Pacific,Cardiac Specialty,16.8,66.12,16.8,0,0,1
540,Jaiprakash Hospital & Research Center Pvt. Ltd.,India,Asia-Pacific,General Hospital,16.8,66.06,16.8,0,0,1
541,Jaipur Golden Hospital,India,Asia-Pacific,General Hospital,16.8,65.99,16.8,0,0,1
542,Jaipur Hospital (A Unit of Sharma East India Hospital and Medical Research Limited),India,Asia-Pacific,General Hospital,16.8,65.93,16.8,0,0,1
543,Jaipur National University Institute for Medical Sciences and Research Centre (JNUIMSRC),India,Asia-Pacific,Teaching Hospital,16.8,65.87,16.8,0,0,1
544,Jaiswal Hospital and Neuro Institute,India,Asia-Pacific,Neurological Specialty,16.8,65.81,16.8,0,0,1
545,Jan Hospital Pali (A Unit of Level 5 Health LLP),India,Asia-Pacific,General Hospital,16.8,65.74,16.8,0,0,1
546,Jaslok Hospital & Research Center,India,Asia-Pacific,General Hospital,16.8,65.68,16.8,0,0,1
547,Jaswant Rai Speciality Hospital,India,Asia-Pacific,General Hospital,16.8,65.62,16.8,0,0,1
548,Jawaharlal Nehru Cancer Hospital & Research Centre,India,Asia-Pacific,Cancer Specialty,16.8,65.55,16.8,0,0,1
549,Jay Prabha Medanta Super Specialty Hospital,India,Asia-Pacific,Multi Specialty,16.8,65.49,16.8,0,0,1
550,Jeevan Anmol Hospital,India,Asia-Pacific,General Hospital,16.8,65.43,16.8,0,0,1
551,Jeevan Jyoti Hospital,India,Asia-Pacific,General Hospital,16.8,65.37,16.8,0,0,1
552,Jeevan Jyoti Nursing Home,India,Asia-Pacific,General Hospital,16.8,65.3,16.8,0,0,1
553,Jeevan Rekha Critical Care And Trauma Hospital Research And Training Institute,India,Asia-Pacific,Teaching Hospital,16.8,65.24,16.8,0,0,1
554,Jeevan Rekha Hospital & Research Center,India,Asia-Pacific,General Hospital,16.8,65.18,16.8,0,0,1
555,Jeewan Hospital & Nursing Home Pvt. Ltd. Jeewan Nagar,India,Asia-Pacific,General Hospital,16.8,65.11,16.8,0,0,1
556,Jeewan Mala Hospital Pvt. Ltd.,India,Asia-Pacific,General Hospital,16.8,65.05,16.8,0,0,1
557,"Jeewan Nursing Home & Hospital, Pusa Road",India,Asia-Pacific,General Hospital,16.8,64.99,16.8,0,0,1
558,Jehangir Hospital,India,Asia-Pacific,General Hospital,16.8,64.92,16.8,0,0,1
559,Jiet Medical College and Hospital (A Unit of Arun Shanti Education Trust),India,Asia-Pacific,Teaching Hospital,16.8,64.86,16.8,0,0,1
560,JJ Institute of Medical Sciences Pvt. Ltd.,India,Asia-Pacific,Teaching Hospital,16.8,64.8,16.8,0,0,1
561,JMG Morning Star Hsopital,India,Asia-Pacific,General Hospital,16.8,64.74,16.8,0,0,1
562,Johal Multispeciality Hospital,India,Asia-Pacific,General Hospital,16.8,64.67,16.8,0,0,1
563,Joshi Superspeciality & Multispeciality Hospital,India,Asia-Pacific,General Hospital,16.8,64.61,16.8,0,0,1
564,JR Hospital,India,Asia-Pacific,General Hospital,16.8,64.55,16.8,0,0,1
565,Jubilee Mission Medical College And Research Institute,India,Asia-Pacific,Teaching Hospital,16.8,64.48,16.8,0,0,1
566,Junagadh Aayush Hospital LLP,India,Asia-Pacific,General Hospital,16.8,64.42,16.8,0,0,1
567,Jupiter Hospital,India,Asia-Pacific,General Hospital,16.8,64.36,16.8,0,0,1
568,Jupiter Lifeline Hospitals Ltd.,India,Asia-Pacific,General Hospital,16.8,64.29,16.8,0,0,1
569,Justice K. S. Hegde Charitable Hospital,India,Asia-Pacific,General Hospital,16.8,64.23,16.8,0,0,1
570,Jyoti Nursing Home Pvt. Ltd.,India,Asia-Pacific,General Hospital,16.8,64.17,16.8,0,0,1
571,K.G. Hospital,India,Asia-Pacific,General Hospital,16.8,64.11,16.8,0,0,1
572,K.K. Patel Super Speciality Hospital,India,Asia-Pacific,General Hospital,16.8,64.04,16.8,0,0,1
573,Kaddam Multispeciality Hospital,India,Asia-Pacific,General Hospital,16.8,63.98,16.8,0,0,1
574,Kailash Cancer Hospital and Research Centre,India,Asia-Pacific,Cancer Specialty,16.8,63.92,16.8,0,0,1
575,Kailash Deepak Hospital,India,Asia-Pacific,General Hospital,16.8,63.85,16.8,0,0,1
576,Kailash Hospital,India,Asia-Pacific,General Hospital,16.8,63.79,16.8,0,0,1
577,Kailash Hospital & Research Centre Ltd.,India,Asia-Pacific,General Hospital,16.8,63.73,16.8,0,0,1
578,"Kailashi Super Speciality Hospital,Meerut",India,Asia-Pacific,General Hospital,16.8,63.66,16.8,0,0,1
579,Kainos Super Speciality Hospital,India,Asia-Pacific,General Hospital,16.8,63.6,16.8,0,0,1
580,Kalra Hospital SRCNC Pvt. Ltd.,India,Asia-Pacific,General Hospital,16.8,63.54,16.8,0,0,1
581,Kaluram Memorial Hospitals Private Limited,India,Asia-Pacific,General Hospital,16.8,63.48,16.8,0,0,1
582,Kalyani Kidney Care Centre,India,Asia-Pacific,General Hospital,16.8,63.41,16.8,0,0,1
583,Kamala Nehru Memorial Hospital Regional Cancer Centre,India,Asia-Pacific,Cancer Specialty,16.8,63.35,16.8,0,0,1
584,Kamalnayan Bajaj Hospital,India,Asia-Pacific,General Hospital,16.8,63.29,16.8,0,0,1
585,Kamineni Health Services Private Limited,India,Asia-Pacific,General Hospital,16.8,63.22,16.8,0,0,1
586,Kamineni Hospitals Pvt Ltd,India,Asia-Pacific,General Hospital,16.8,63.16,16.8,0,0,1
587,Kamla Nagar Hospital (A Unit of K. N. Hospital Private Limited),India,Asia-Pacific,General Hospital,16.8,63.1,16.8,0,0,1
588,Kamla Nursing Home,India,Asia-Pacific,General Hospital,16.8,63.04,16.8,0,0,1
589,Kanba Hospital - Unit Of Lakhani Hospitals Pvt. Ltd.,India,Asia-Pacific,General Hospital,16.8,62.97,16.8,0,0,1
590,Kanchi Kamakoti Childs Trust Hospital,India,Asia-Pacific,General Hospital,16.8,62.91,16.8,0,0,1
591,Karpaga Vinayaga Institute of Medical Sciences and Research Centre,India,Asia-Pacific,Teaching Hospital,16.8,62.85,16.8,0,0,1
592,Kashvi Multi Speciality Center,India,Asia-Pacific,General Hospital,16.8,62.78,16.8,0,0,1
593,Kasturba Hospital,India,Asia-Pacific,General Hospital,16.8,62.72,16.8,0,0,1
594,Kasturi Medical Centre Pvt. Ltd,India,Asia-Pacific,General Hospital,16.8,62.66,16.8,0,0,1
595,Kauvery Hospital (A Unit of Sri Kauvery Medical Care (India) Limited),India,Asia-Pacific,General Hospital,16.8,62.59,16.8,0,0,1
596,Kauvery Hospital (A Unit of Sri Kauvery Medical Care India Limited),India,Asia-Pacific,General Hospital,16.8,62.53,16.8,0,0,1
597,Kauvery Hospital - Heartcity (A Unit of Sri Kauvery Medical Care (India) Limited) - (Previously Known as Kauvery Heartcity - Unit of Sri Kavery Medical Care (Trichy) Limited),India,Asia-Pacific,Cardiac Specialty,16.8,62.47,16.8,0,0,1
598,"Kauvery Hospital Chennai, Sri Kavery Medical Care Trichy Ltd., Mylapore",India,Asia-Pacific,General Hospital,16.8,62.41,16.8,0,0,1
599,Kauvery Hospital Medical Services Private Limited,India,Asia-Pacific,General Hospital,16.8,62.34,16.8,0,0,1
600,Kauvery Hospitals (Bengaluru) Private Limited,India,Asia-Pacific,General Hospital,16.8,62.28,16.8,0,0,1
601,KD Ganesha (A Group of KD Ganesha Hospital),India,Asia-Pacific,General Hospital,16.8,62.22,16.8,0,0,1
602,Kerala Institute of Medical Sciences (KIMS),India,Asia-Pacific,Teaching Hospital,16.8,62.15,16.8,0,0,1
603,Khandelwal Hospital & Urology Center Pvt.Ltd,India,Asia-Pacific,General Hospital,16.8,62.09,16.8,0,0,1
604,Kidney Hospital & Lifeline Medical Institutions,India,Asia-Pacific,General Hospital,16.8,62.03,16.8,0,0,1
605,KIMS Al Shifa Healthcare Pvt. Ltd.,India,Asia-Pacific,General Hospital,16.8,61.96,16.8,0,0,1
606,KIMS Bellerose Institute of Medical Sciences,India,Asia-Pacific,Teaching Hospital,16.8,61.9,16.8,0,0,1
607,"KIMS Hospital Enterprises Pvt. Ltd., Kondapur",India,Asia-Pacific,General Hospital,16.8,61.84,16.8,0,0,1
608,KIMS Hospital Kurnool Pvt. Ltd.,India,Asia-Pacific,General Hospital,16.8,61.78,16.8,0,0,1
609,"KIMS Hospitals, Gachibowli",India,Asia-Pacific,General Hospital,16.8,61.71,16.8,0,0,1
610,KIMS ICON Hospital ( A Unit of ICON Krishi Institute of Medical Sciences Pvt. Ltd.),India,Asia-Pacific,Teaching Hospital,16.8,61.65,16.8,0,0,1
611,Kims Kollam Multispeciality Hospital India Private Limited,India,Asia-Pacific,General Hospital,16.8,61.59,16.8,0,0,1
612,KIMS Super Speciality Hospital Pvt. Ltd.,India,Asia-Pacific,General Hospital,16.8,61.52,16.8,0,0,1
613,Kims-Kingsway Hospitals (A Unit of SPANV Medisearch Lifesciences Pvt. Ltd.),India,Asia-Pacific,General Hospital,16.8,61.46,16.8,0,0,1
614,Kinder Hospitals (A Unit of Kindorama Healthcare Pvt. Ltd.),India,Asia-Pacific,General Hospital,16.8,61.4,16.8,0,0,1
615,Kinder Women's Hospital and Fertility Centre (A Unit of Kindorama Healthcare Pvt. Ltd.),India,Asia-Pacific,Women & Child Specialty,16.8,61.34,16.8,0,0,1
616,Kinder Womens Hospital and Fertility Centre Private Limited,India,Asia-Pacific,Women & Child Specialty,16.8,61.27,16.8,0,0,1
617,Kiran Multi Super Speciality Hospital & Research Centre,India,Asia-Pacific,General Hospital,16.8,61.21,16.8,0,0,1
618,KJMH Lifecare Private Limited - (Earlier Certificate issued in the Name of K J Multispecialty Hospital),India,Asia-Pacific,Multi Specialty,16.8,61.15,16.8,0,0,1
619,Kles Dr. Prabhakar Kore Hospital & Medical Research Centre,India,Asia-Pacific,General Hospital,16.8,61.08,16.8,0,0,1
620,KMC Hospital (A Unit Of Manipal Health Enterprises Private Limited),India,Asia-Pacific,General Hospital,16.8,61.02,16.8,0,0,1
621,KMC Hospital Attavar Mangalore,India,Asia-Pacific,General Hospital,16.8,60.96,16.8,0,0,1
622,KMCT Medical College Hospital,India,Asia-Pacific,Teaching Hospital,16.8,60.89,16.8,0,0,1
623,Kokilaben Dhirubhai Ambani Hospital,India,Asia-Pacific,General Hospital,16.8,60.83,16.8,0,0,1
624,Kokilaben Dhirubhai Ambani Hospital & Medical Research Institute,India,Asia-Pacific,Teaching Hospital,16.8,60.77,16.8,0,0,1
625,Kolhapur Cancer Centre,India,Asia-Pacific,Cancer Specialty,16.8,60.71,16.8,0,0,1
626,"Konaseema Institute of Medical Sciences And Research Foundation Hospital, Amalapuram (Under Mother Theressa Educational Society, Amalapuram), Konaseema",India,Asia-Pacific,Teaching Hospital,16.8,60.64,16.8,0,0,1
627,Koshys Hospital,India,Asia-Pacific,General Hospital,16.8,60.58,16.8,0,0,1
628,Kota Heart Institute & Research Center,India,Asia-Pacific,Cardiac Specialty,16.8,60.52,16.8,0,0,1
629,Kothari Medical & Research Institute,India,Asia-Pacific,Teaching Hospital,16.8,60.45,16.8,0,0,1
630,Kothari Medical Centre,India,Asia-Pacific,General Hospital,16.8,60.39,16.8,0,0,1
631,Kovai Medical Centre and Hospitals,India,Asia-Pacific,General Hospital,16.8,60.33,16.8,0,0,1
632,KRIMS Hospital (Ketki Research Institute of Medical Science),India,Asia-Pacific,Teaching Hospital,16.8,60.26,16.8,0,0,1
633,Krishna Heart & General Hospital,India,Asia-Pacific,Cardiac Specialty,16.8,60.2,16.8,0,0,1
634,"Krishna Hospital & Medical Research Centre, Karad",India,Asia-Pacific,General Hospital,16.8,60.14,16.8,0,0,1
635,"Krishna Hospital & Research Centre, Haldwani (Nanital)",India,Asia-Pacific,General Hospital,16.8,60.08,16.8,0,0,1
636,Krishna Institute of Medical Sciences Ltd.,India,Asia-Pacific,Teaching Hospital,16.8,60.01,16.8,0,0,1
637,Krishna Institute of Medical Sciences Ltd. (KIMS),India,Asia-Pacific,Teaching Hospital,16.8,59.95,16.8,0,0,1
638,"Krishna Institute of Medical Sciences Ltd., Prakasam",India,Asia-Pacific,Teaching Hospital,16.8,59.89,16.8,0,0,1
639,Krishna Shalby Hospital,India,Asia-Pacific,General Hospital,16.8,59.82,16.8,0,0,1
640,Krishna Super Speciality Hospital,India,Asia-Pacific,General Hospital,16.8,59.76,16.8,0,0,1
641,Kshetrapal Hospital Multi Speciality And Research Centre,India,Asia-Pacific,General Hospital,16.8,59.7,16.8,0,0,1
642,Kulkarni Uro Surgery Institute,India,Asia-Pacific,Teaching Hospital,16.8,59.63,16.8,0,0,1
643,Kullolli Institute of Health Services,India,Asia-Pacific,Teaching Hospital,16.8,59.57,16.8,0,0,1
644,Kumaran Hospitals Pvt. Ltd.,India,Asia-Pacific,General Hospital,16.8,59.51,16.8,0,0,1
645,Kunal Hospital,India,Asia-Pacific,General Hospital,16.8,59.45,16.8,0,0,1
646,Kusum Dhirajlal (KD) Hospital,India,Asia-Pacific,General Hospital,16.8,59.38,16.8,0,0,1
647,KVR Hospital,India,Asia-Pacific,General Hospital,16.8,59.32,16.8,0,0,1
648,Lakeshore Hospital & Research Centre Ltd.,India,Asia-Pacific,General Hospital,16.8,59.26,16.8,0,0,1
649,Lakshmi Hospital,India,Asia-Pacific,General Hospital,16.8,59.19,16.8,0,0,1
650,"Landmark Hospitals, Kukatpally",India,Asia-Pacific,General Hospital,16.8,59.13,16.8,0,0,1
651,Lata Mangeshkar Hospital,India,Asia-Pacific,General Hospital,16.8,59.07,16.8,0,0,1
652,Laxmi Narayan Memorial Hospital (A Venture of Fortuna Medicare Pvt. Ltd.),India,Asia-Pacific,General Hospital,16.8,59.01,16.8,0,0,1
653,Le Crest Hospital,India,Asia-Pacific,General Hospital,16.8,58.94,16.8,0,0,1
654,Leonard Hospital,India,Asia-Pacific,General Hospital,16.8,58.88,16.8,0,0,1
655,LHDM and Dr Prem Hospital,India,Asia-Pacific,General Hospital,16.8,58.82,16.8,0,0,1
656,Liberty Hospital,India,Asia-Pacific,General Hospital,16.8,58.75,16.8,0,0,1
657,Life Kare Multispecialty & Super Speciality Hospital,India,Asia-Pacific,Multi Specialty,16.8,58.69,16.8,0,0,1
658,"Life Line Hospital & Research Centre, Azamgarh",India,Asia-Pacific,General Hospital,16.8,58.63,16.8,0,0,1
659,"Lifeline Hospital Medical & Research Centre, Raigad",India,Asia-Pacific,General Hospital,16.8,58.56,16.8,0,0,1
660,"Lifeline Hospital, Pune",India,Asia-Pacific,General Hospital,16.8,58.5,16.8,0,0,1
661,Lifeline Superspeciality Hospital,India,Asia-Pacific,General Hospital,16.8,58.44,16.8,0,0,1
662,Lifeline Superspeciality Hospital & Heart Centre,India,Asia-Pacific,Cardiac Specialty,16.8,58.38,16.8,0,0,1
663,Lilavati Hospital and Research Centre,India,Asia-Pacific,General Hospital,16.8,58.31,16.8,0,0,1
664,LISIE Hospital,India,Asia-Pacific,General Hospital,16.8,58.25,16.8,0,0,1
665,Little flower and Research Centre,India,Asia-Pacific,General Hospital,16.8,58.19,16.8,0,0,1
666,Livasa Hospital (A Unit of Ivy Health and Life Sciences Private Limited) (Earlier Certificate issued in the name of Ivy Hospital Mohali (A Unit of Ivy Health & Life Sciences Pvt. Ltd.),India,Asia-Pacific,General Hospital,16.8,58.12,16.8,0,0,1
667,"Livasa Hospital, Amritsar (A Unit of Ivy Health and Life Sciences Private Limited) - (Earlier Certificate issued in the name of Ivy Health & Life Sciences Pvt. Ltd.)",India,Asia-Pacific,General Hospital,16.8,58.06,16.8,0,0,1
668,"Livasa Hospital, Hoshiarpur (A Unit of Ivy Healthcare Infrastructure Private Limited) - (Earlier Certificate issued in the name of Ivy Healthcare Infrastructure Pvt. Ltd.)",India,Asia-Pacific,General Hospital,16.8,58.0,16.8,0,0,1
669,"Livasa Hospital, Nawanshahr (A Unit of Ivy Healthcare Infrastructure Private Limited) - (Earlier Certificate issued in the name of IVY Hospital (IVY Healthcare Infrastructure Private Limited)",India,Asia-Pacific,General Hospital,16.8,57.93,16.8,0,0,1
670,Lokmanya H S S,India,Asia-Pacific,General Hospital,16.8,57.87,16.8,0,0,1
671,Lokmanya Hospital,India,Asia-Pacific,General Hospital,16.8,57.81,16.8,0,0,1
672,Lokpriya Hospital,India,Asia-Pacific,General Hospital,16.8,57.75,16.8,0,0,1
673,Lotus Hospitals and Research Centre Limited,India,Asia-Pacific,General Hospital,16.8,57.68,16.8,0,0,1
674,Lourdes Hospital,India,Asia-Pacific,General Hospital,16.8,57.62,16.8,0,0,1
675,M.A.J. Hospital,India,Asia-Pacific,General Hospital,16.8,57.56,16.8,0,0,1
676,M.B Multispeciality Hospitals,India,Asia-Pacific,General Hospital,16.8,57.49,16.8,0,0,1
677,M.G.S. Hospital,India,Asia-Pacific,General Hospital,16.8,57.43,16.8,0,0,1
678,M/s Nehru Memorial Techno Global Hospital (A Unit of Techno India Technologies Limited),India,Asia-Pacific,General Hospital,16.8,57.37,16.8,0,0,1
679,M/s Sankalpa Super Speciality Hospital,India,Asia-Pacific,General Hospital,16.8,57.3,16.8,0,0,1
680,"M/s Shree Pragati FoundationS-Hira Mongi Navneet Hospital, Mulund West",India,Asia-Pacific,General Hospital,16.8,57.24,16.8,0,0,1
681,M/s. DVC Hospital & Research Centre (A Unit of Sri Dhulipala Veeraiah Chowdary Memorial Trust),India,Asia-Pacific,General Hospital,16.8,57.18,16.8,0,0,1
682,Maa Hospitals Pvt. Ltd,India,Asia-Pacific,General Hospital,16.8,57.12,16.8,0,0,1
683,Maa Kauvery (A Unit of KMC Speciality Hospitals (India) Limited),India,Asia-Pacific,General Hospital,16.8,57.05,16.8,0,0,1
684,Madhukar Rainbow Childrens Hospital,India,Asia-Pacific,General Hospital,16.8,56.99,16.8,0,0,1
685,Madhuraj Hospital Private Limited,India,Asia-Pacific,General Hospital,16.8,56.93,16.8,0,0,1
686,MAGJ Hospital Mookkannoor,India,Asia-Pacific,General Hospital,16.8,56.86,16.8,0,0,1
687,Mahajan Hospital,India,Asia-Pacific,General Hospital,16.8,56.8,16.8,0,0,1
688,Maharaja Agarsen Hospital,India,Asia-Pacific,General Hospital,16.8,56.74,16.8,0,0,1
689,"Maharaja Agrasen Hospital, Dwarka",India,Asia-Pacific,General Hospital,16.8,56.68,16.8,0,0,1
690,Maharaja Agrasen Superspeciality Hospital,India,Asia-Pacific,General Hospital,16.8,56.61,16.8,0,0,1
691,Maharishi Markandeshawar Medical College and Hospital,India,Asia-Pacific,Teaching Hospital,16.8,56.55,16.8,0,0,1
692,Maharishi Markandeshwar College of Medical Science and Research,India,Asia-Pacific,General Hospital,16.8,56.49,16.8,0,0,1
693,Maharishi Markandeshwar Institute of Medical Sciences & Research,India,Asia-Pacific,Teaching Hospital,16.8,56.42,16.8,0,0,1
694,Mahatama Gandhi Medical College & Hospital,India,Asia-Pacific,Teaching Hospital,16.8,56.36,16.8,0,0,1
695,Mahatma Gandhi Cancer Hospital & Research Centre,India,Asia-Pacific,Cancer Specialty,16.8,56.3,16.8,0,0,1
696,Mahatma Gandhi Institute Of Medical Sciences,India,Asia-Pacific,Teaching Hospital,16.8,56.23,16.8,0,0,1
697,Mahatma Gandhi Medical College And Research Institute,India,Asia-Pacific,Teaching Hospital,16.8,56.17,16.8,0,0,1
698,Mahavir Jaipuria Rajasthan Hospital,India,Asia-Pacific,General Hospital,16.8,56.11,16.8,0,0,1
