rank,name,country,region,hospital_type,total_score,percentile,certification_count
512,ILS Hospitals Dumdum Unit Of GPT Healthcare Pvt. Ltd.,India,Asia-Pacific,General Hospital,16.800000000000004,67.82,1
513,Imbichibava Memorial Co-Operative Hospitaland Research Centre Society Ltd. No.M-841; Alathiyur Post; Tirur Malappuram,India,Asia-Pacific,General Hospital,16.800000000000004,67.76,1
514,Imperial Hospital And Research Centre Pvt Ltd,India,Asia-Pacific,General Hospital,16.800000000000004,67.70,1
515,IMS & SUM Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,67.63,1
516,Index Medical College Hospital & Research Centre,India,Asia-Pacific,Teaching Hospital,16.800000000000004,67.57,1
517,Indian Spinal Injuries Centre,India,Asia-Pacific,General Hospital,16.800000000000004,67.51,1
518,Indiana Hospital & Heart Institute Pvt Ltd.;,India,Asia-Pacific,Cardiac Specialty,16.800000000000004,67.44,1
519,Indraprastha Medical Corporation Ltd.,India,Asia-Pacific,General Hospital,16.800000000000004,67.38,1
520,Indus Hospitals (A Unit of Vasugan Medical Specialities Pvt. Ltd.),India,Asia-Pacific,General Hospital,16.800000000000004,67.32,1
521,Indus International Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,67.25,1
522,Indus Jaipur Hospital (A Unit Sharma Memorial Hospital & Research Institute),India,Asia-Pacific,Teaching Hospital,16.800000000000004,67.19,1
523,Indus Super Speciality Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,67.13,1
524,Infinity Care Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,67.07,1
525,Innocent Hearts Superspeciality Hospital,India,Asia-Pacific,Cardiac Specialty,16.800000000000004,67.00,1
526,Inodaya Hospitals( A Unit of Godavarthy Narasimha Murthy Health Care Pvt.Ltd),India,Asia-Pacific,General Hospital,16.800000000000004,66.94,1
527,Institute Of Human Behaviour And Allied Sciences,India,Asia-Pacific,Teaching Hospital,16.800000000000004,66.88,1
528,Institute of Nephro Urology,India,Asia-Pacific,Teaching Hospital,16.800000000000004,66.81,1
529,Institute of Neurosciences,India,Asia-Pacific,Neurological Specialty,16.800000000000004,66.75,1
530,Integral Hospital-integral Institute of Medical Sciences & Research,India,Asia-Pacific,Teaching Hospital,16.800000000000004,66.69,1
531,IQRAA International Hospital & Research Centre,India,Asia-Pacific,General Hospital,16.800000000000004,66.62,1
532,Isha multispeciality hospital,India,Asia-Pacific,General Hospital,16.800000000000004,66.56,1
533,Ivory Hospital Pvt. Ltd.,India,Asia-Pacific,General Hospital,16.800000000000004,66.50,1
534,J. Watumull Global Hospital & Research Centre,India,Asia-Pacific,General Hospital,16.800000000000004,66.44,1
535,Jabalpur Hospital & Research Centre,India,Asia-Pacific,General Hospital,16.800000000000004,66.37,1
536,Jagadguru Sri Shivarathreeshwara Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,66.31,1
537,Jagannath Gupta Institute of Medical Sciences and Hospital,India,Asia-Pacific,Teaching Hospital,16.800000000000004,66.25,1
538,Jai Clinic and Nursing Home,India,Asia-Pacific,General Hospital,16.800000000000004,66.18,1
539,Jain Social Federation’s Anandrishiji Hospital and Medical Research Centre - (Earlier Certificate issued in the Name of Jain Social Federations Anandrishiji Hospital & Cardiac Surgery Centre),India,Asia-Pacific,Cardiac Specialty,16.800000000000004,66.12,1
540,Jaiprakash Hospital & Research Center Pvt. Ltd.,India,Asia-Pacific,General Hospital,16.800000000000004,66.06,1
541,Jaipur Golden Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,65.99,1
542,Jaipur Hospital (A Unit of Sharma East India Hospital and Medical Research Limited),India,Asia-Pacific,General Hospital,16.800000000000004,65.93,1
543,Jaipur National University Institute for Medical Sciences and Research Centre (JNUIMSRC),India,Asia-Pacific,Teaching Hospital,16.800000000000004,65.87,1
544,Jaiswal Hospital and Neuro Institute,India,Asia-Pacific,Neurological Specialty,16.800000000000004,65.81,1
545,Jan Hospital Pali (A Unit of Level 5 Health LLP),India,Asia-Pacific,General Hospital,16.800000000000004,65.74,1
546,Jaslok Hospital & Research Center,India,Asia-Pacific,General Hospital,16.800000000000004,65.68,1
547,Jaswant Rai Speciality Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,65.62,1
548,Jawaharlal Nehru Cancer Hospital & Research Centre,India,Asia-Pacific,Cancer Specialty,16.800000000000004,65.55,1
549,Jay Prabha Medanta Super Specialty Hospital,India,Asia-Pacific,Multi Specialty,16.800000000000004,65.49,1
550,Jeevan Anmol Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,65.43,1
551,Jeevan Jyoti Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,65.37,1
552,Jeevan Jyoti Nursing Home,India,Asia-Pacific,General Hospital,16.800000000000004,65.30,1
553,Jeevan Rekha Critical Care And Trauma Hospital Research And Training Institute,India,Asia-Pacific,Teaching Hospital,16.800000000000004,65.24,1
554,Jeevan Rekha Hospital & Research Center,India,Asia-Pacific,General Hospital,16.800000000000004,65.18,1
555,Jeewan Hospital & Nursing Home Pvt. Ltd. Jeewan Nagar,India,Asia-Pacific,General Hospital,16.800000000000004,65.11,1
556,Jeewan Mala Hospital Pvt. Ltd.,India,Asia-Pacific,General Hospital,16.800000000000004,65.05,1
557,Jeewan Nursing Home & Hospital; Pusa Road,India,Asia-Pacific,General Hospital,16.800000000000004,64.99,1
558,Jehangir Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,64.92,1
559,Jiet Medical College and Hospital (A Unit of Arun Shanti Education Trust),India,Asia-Pacific,Teaching Hospital,16.800000000000004,64.86,1
560,JJ Institute of Medical Sciences Pvt. Ltd.,India,Asia-Pacific,Teaching Hospital,16.800000000000004,64.80,1
561,JMG Morning Star Hsopital,India,Asia-Pacific,General Hospital,16.800000000000004,64.74,1
562,Johal Multispeciality Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,64.67,1
563,Joshi Superspeciality & Multispeciality Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,64.61,1
564,JR Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,64.55,1
565,Jubilee Mission Medical College And Research Institute,India,Asia-Pacific,Teaching Hospital,16.800000000000004,64.48,1
566,Junagadh Aayush Hospital LLP,India,Asia-Pacific,General Hospital,16.800000000000004,64.42,1
567,Jupiter Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,64.36,1
568,Jupiter Lifeline Hospitals Ltd.,India,Asia-Pacific,General Hospital,16.800000000000004,64.29,1
569,Justice K. S. Hegde Charitable Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,64.23,1
570,Jyoti Nursing Home Pvt. Ltd.,India,Asia-Pacific,General Hospital,16.800000000000004,64.17,1
571,K.G. Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,64.11,1
572,K.K. Patel Super Speciality Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,64.04,1
573,Kaddam Multispeciality Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,63.98,1
574,Kailash Cancer Hospital and Research Centre,India,Asia-Pacific,Cancer Specialty,16.800000000000004,63.92,1
575,Kailash Deepak Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,63.85,1
576,Kailash Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,63.79,1
577,Kailash Hospital & Research Centre Ltd.,India,Asia-Pacific,General Hospital,16.800000000000004,63.73,1
578,Kailashi Super Speciality Hospital;Meerut,India,Asia-Pacific,General Hospital,16.800000000000004,63.66,1
579,Kainos Super Speciality Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,63.60,1
580,Kalra Hospital SRCNC Pvt. Ltd.,India,Asia-Pacific,General Hospital,16.800000000000004,63.54,1
581,Kaluram Memorial Hospitals Private Limited,India,Asia-Pacific,General Hospital,16.800000000000004,63.48,1
582,Kalyani Kidney Care Centre,India,Asia-Pacific,General Hospital,16.800000000000004,63.41,1
583,Kamala Nehru Memorial Hospital Regional Cancer Centre,India,Asia-Pacific,Cancer Specialty,16.800000000000004,63.35,1
584,Kamalnayan Bajaj Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,63.29,1
585,Kamineni Health Services Private Limited,India,Asia-Pacific,General Hospital,16.800000000000004,63.22,1
586,Kamineni Hospitals Pvt Ltd,India,Asia-Pacific,General Hospital,16.800000000000004,63.16,1
587,Kamla Nagar Hospital (A Unit of K. N. Hospital Private Limited),India,Asia-Pacific,General Hospital,16.800000000000004,63.10,1
588,Kamla Nursing Home,India,Asia-Pacific,General Hospital,16.800000000000004,63.04,1
589,Kanba Hospital - Unit Of Lakhani Hospitals Pvt. Ltd.,India,Asia-Pacific,General Hospital,16.800000000000004,62.97,1
590,Kanchi Kamakoti Childs Trust Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,62.91,1
591,Karpaga Vinayaga Institute of Medical Sciences and Research Centre,India,Asia-Pacific,Teaching Hospital,16.800000000000004,62.85,1
592,Kashvi Multi Speciality Center,India,Asia-Pacific,General Hospital,16.800000000000004,62.78,1
593,Kasturba Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,62.72,1
594,Kasturi Medical Centre Pvt. Ltd,India,Asia-Pacific,General Hospital,16.800000000000004,62.66,1
595,Kauvery Hospital (A Unit of Sri Kauvery Medical Care (India) Limited),India,Asia-Pacific,General Hospital,16.800000000000004,62.59,1
596,Kauvery Hospital (A Unit of Sri Kauvery Medical Care India Limited),India,Asia-Pacific,General Hospital,16.800000000000004,62.53,1
597,Kauvery Hospital - Heartcity (A Unit of Sri Kauvery Medical Care (India) Limited) - (Previously Known as Kauvery Heartcity - Unit of Sri Kavery Medical Care (Trichy) Limited),India,Asia-Pacific,Cardiac Specialty,16.800000000000004,62.47,1
598,Kauvery Hospital Chennai; Sri Kavery Medical Care Trichy Ltd.; Mylapore,India,Asia-Pacific,General Hospital,16.800000000000004,62.41,1
599,Kauvery Hospital Medical Services Private Limited,India,Asia-Pacific,General Hospital,16.800000000000004,62.34,1
600,Kauvery Hospitals (Bengaluru) Private Limited,India,Asia-Pacific,General Hospital,16.800000000000004,62.28,1
601,KD Ganesha (A Group of KD Ganesha Hospital),India,Asia-Pacific,General Hospital,16.800000000000004,62.22,1
602,Kerala Institute of Medical Sciences (KIMS),India,Asia-Pacific,Teaching Hospital,16.800000000000004,62.15,1
603,Khandelwal Hospital & Urology Center Pvt.Ltd,India,Asia-Pacific,General Hospital,16.800000000000004,62.09,1
604,Kidney Hospital & Lifeline Medical Institutions,India,Asia-Pacific,General Hospital,16.800000000000004,62.03,1
605,KIMS Al Shifa Healthcare Pvt. Ltd.,India,Asia-Pacific,General Hospital,16.800000000000004,61.96,1
606,KIMS Bellerose Institute of Medical Sciences,India,Asia-Pacific,Teaching Hospital,16.800000000000004,61.90,1
607,KIMS Hospital Enterprises Pvt. Ltd.; Kondapur,India,Asia-Pacific,General Hospital,16.800000000000004,61.84,1
608,KIMS Hospital Kurnool Pvt. Ltd.,India,Asia-Pacific,General Hospital,16.800000000000004,61.78,1
609,KIMS Hospitals; Gachibowli,India,Asia-Pacific,General Hospital,16.800000000000004,61.71,1
610,KIMS ICON Hospital ( A Unit of ICON Krishi Institute of Medical Sciences Pvt. Ltd.),India,Asia-Pacific,Teaching Hospital,16.800000000000004,61.65,1
611,Kims Kollam Multispeciality Hospital India Private Limited,India,Asia-Pacific,General Hospital,16.800000000000004,61.59,1
612,KIMS Super Speciality Hospital Pvt. Ltd.,India,Asia-Pacific,General Hospital,16.800000000000004,61.52,1
613,Kims-Kingsway Hospitals (A Unit of SPANV Medisearch Lifesciences Pvt. Ltd.),India,Asia-Pacific,General Hospital,16.800000000000004,61.46,1
614,Kinder Hospitals (A Unit of Kindorama Healthcare Pvt. Ltd.),India,Asia-Pacific,General Hospital,16.800000000000004,61.40,1
615,Kinder Women's Hospital and Fertility Centre (A Unit of Kindorama Healthcare Pvt. Ltd.),India,Asia-Pacific,Women & Child Specialty,16.800000000000004,61.34,1
616,Kinder Womens Hospital and Fertility Centre Private Limited,India,Asia-Pacific,Women & Child Specialty,16.800000000000004,61.27,1
617,Kiran Multi Super Speciality Hospital & Research Centre,India,Asia-Pacific,General Hospital,16.800000000000004,61.21,1
618,KJMH Lifecare Private Limited - (Earlier Certificate issued in the Name of K J Multispecialty Hospital),India,Asia-Pacific,Multi Specialty,16.800000000000004,61.15,1
619,Kles Dr. Prabhakar Kore Hospital & Medical Research Centre,India,Asia-Pacific,General Hospital,16.800000000000004,61.08,1
620,KMC Hospital (A Unit Of Manipal Health Enterprises Private Limited),India,Asia-Pacific,General Hospital,16.800000000000004,61.02,1
621,KMC Hospital Attavar Mangalore,India,Asia-Pacific,General Hospital,16.800000000000004,60.96,1
622,KMCT Medical College Hospital,India,Asia-Pacific,Teaching Hospital,16.800000000000004,60.89,1
623,Kokilaben Dhirubhai Ambani Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,60.83,1
624,Kokilaben Dhirubhai Ambani Hospital & Medical Research Institute,India,Asia-Pacific,Teaching Hospital,16.800000000000004,60.77,1
625,Kolhapur Cancer Centre,India,Asia-Pacific,Cancer Specialty,16.800000000000004,60.71,1
626,Konaseema Institute of Medical Sciences And Research Foundation Hospital; Amalapuram (Under Mother Theressa Educational Society; Amalapuram); Konaseema,India,Asia-Pacific,Teaching Hospital,16.800000000000004,60.64,1
627,Koshys Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,60.58,1
628,Kota Heart Institute & Research Center,India,Asia-Pacific,Cardiac Specialty,16.800000000000004,60.52,1
629,Kothari Medical & Research Institute,India,Asia-Pacific,Teaching Hospital,16.800000000000004,60.45,1
630,Kothari Medical Centre,India,Asia-Pacific,General Hospital,16.800000000000004,60.39,1
631,Kovai Medical Centre and Hospitals,India,Asia-Pacific,General Hospital,16.800000000000004,60.33,1
632,KRIMS Hospital (Ketki Research Institute of Medical Science),India,Asia-Pacific,Teaching Hospital,16.800000000000004,60.26,1
633,Krishna Heart & General Hospital,India,Asia-Pacific,Cardiac Specialty,16.800000000000004,60.20,1
634,Krishna Hospital & Medical Research Centre; Karad,India,Asia-Pacific,General Hospital,16.800000000000004,60.14,1
635,Krishna Hospital & Research Centre; Haldwani (Nanital),India,Asia-Pacific,General Hospital,16.800000000000004,60.08,1
636,Krishna Institute of Medical Sciences Ltd.,India,Asia-Pacific,Teaching Hospital,16.800000000000004,60.01,1
637,Krishna Institute of Medical Sciences Ltd. (KIMS),India,Asia-Pacific,Teaching Hospital,16.800000000000004,59.95,1
638,Krishna Institute of Medical Sciences Ltd.; Prakasam,India,Asia-Pacific,Teaching Hospital,16.800000000000004,59.89,1
639,Krishna Shalby Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,59.82,1
640,Krishna Super Speciality Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,59.76,1
641,Kshetrapal Hospital Multi Speciality And Research Centre,India,Asia-Pacific,General Hospital,16.800000000000004,59.70,1
642,Kulkarni Uro Surgery Institute,India,Asia-Pacific,Teaching Hospital,16.800000000000004,59.63,1
643,Kullolli Institute of Health Services,India,Asia-Pacific,Teaching Hospital,16.800000000000004,59.57,1
644,Kumaran Hospitals Pvt. Ltd.,India,Asia-Pacific,General Hospital,16.800000000000004,59.51,1
645,Kunal Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,59.45,1
646,Kusum Dhirajlal (KD) Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,59.38,1
647,KVR Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,59.32,1
648,Lakeshore Hospital & Research Centre Ltd.,India,Asia-Pacific,General Hospital,16.800000000000004,59.26,1
649,Lakshmi Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,59.19,1
650,Landmark Hospitals; Kukatpally,India,Asia-Pacific,General Hospital,16.800000000000004,59.13,1
651,Lata Mangeshkar Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,59.07,1
652,Laxmi Narayan Memorial Hospital (A Venture of Fortuna Medicare Pvt. Ltd.),India,Asia-Pacific,General Hospital,16.800000000000004,59.01,1
653,Le Crest Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,58.94,1
654,Leonard Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,58.88,1
655,LHDM and Dr Prem Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,58.82,1
656,Liberty Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,58.75,1
657,Life Kare Multispecialty & Super Speciality Hospital,India,Asia-Pacific,Multi Specialty,16.800000000000004,58.69,1
658,Life Line Hospital & Research Centre; Azamgarh,India,Asia-Pacific,General Hospital,16.800000000000004,58.63,1
659,Lifeline Hospital Medical & Research Centre; Raigad,India,Asia-Pacific,General Hospital,16.800000000000004,58.56,1
660,Lifeline Hospital; Pune,India,Asia-Pacific,General Hospital,16.800000000000004,58.50,1
661,Lifeline Superspeciality Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,58.44,1
662,Lifeline Superspeciality Hospital & Heart Centre,India,Asia-Pacific,Cardiac Specialty,16.800000000000004,58.38,1
663,Lilavati Hospital and Research Centre,India,Asia-Pacific,General Hospital,16.800000000000004,58.31,1
664,LISIE Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,58.25,1
665,Little flower and Research Centre,India,Asia-Pacific,General Hospital,16.800000000000004,58.19,1
666,Livasa Hospital (A Unit of Ivy Health and Life Sciences Private Limited) (Earlier Certificate issued in the name of Ivy Hospital Mohali (A Unit of Ivy Health & Life Sciences Pvt. Ltd.),India,Asia-Pacific,General Hospital,16.800000000000004,58.12,1
667,Livasa Hospital; Amritsar (A Unit of Ivy Health and Life Sciences Private Limited) - (Earlier Certificate issued in the name of Ivy Health & Life Sciences Pvt. Ltd.),India,Asia-Pacific,General Hospital,16.800000000000004,58.06,1
668,Livasa Hospital; Hoshiarpur (A Unit of Ivy Healthcare Infrastructure Private Limited) - (Earlier Certificate issued in the name of Ivy Healthcare Infrastructure Pvt. Ltd.),India,Asia-Pacific,General Hospital,16.800000000000004,58.00,1
669,Livasa Hospital; Nawanshahr (A Unit of Ivy Healthcare Infrastructure Private Limited) - (Earlier Certificate issued in the name of IVY Hospital (IVY Healthcare Infrastructure Private Limited),India,Asia-Pacific,General Hospital,16.800000000000004,57.93,1
670,Lokmanya H S S,India,Asia-Pacific,General Hospital,16.800000000000004,57.87,1
671,Lokmanya Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,57.81,1
672,Lokpriya Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,57.75,1
673,Lotus Hospitals and Research Centre Limited,India,Asia-Pacific,General Hospital,16.800000000000004,57.68,1
674,Lourdes Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,57.62,1
675,M.A.J. Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,57.56,1
676,M.B Multispeciality Hospitals,India,Asia-Pacific,General Hospital,16.800000000000004,57.49,1
677,M.G.S. Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,57.43,1
678,M/s Nehru Memorial Techno Global Hospital (A Unit of Techno India Technologies Limited),India,Asia-Pacific,General Hospital,16.800000000000004,57.37,1
679,M/s Sankalpa Super Speciality Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,57.30,1
680,M/s Shree Pragati FoundationS-Hira Mongi Navneet Hospital; Mulund West,India,Asia-Pacific,General Hospital,16.800000000000004,57.24,1
681,M/s. DVC Hospital & Research Centre (A Unit of Sri Dhulipala Veeraiah Chowdary Memorial Trust),India,Asia-Pacific,General Hospital,16.800000000000004,57.18,1
682,Maa Hospitals Pvt. Ltd,India,Asia-Pacific,General Hospital,16.800000000000004,57.12,1
683,Maa Kauvery (A Unit of KMC Speciality Hospitals (India) Limited),India,Asia-Pacific,General Hospital,16.800000000000004,57.05,1
684,Madhukar Rainbow Childrens Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,56.99,1
685,Madhuraj Hospital Private Limited,India,Asia-Pacific,General Hospital,16.800000000000004,56.93,1
686,MAGJ Hospital Mookkannoor,India,Asia-Pacific,General Hospital,16.800000000000004,56.86,1
687,Mahajan Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,56.80,1
688,Maharaja Agarsen Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,56.74,1
689,Maharaja Agrasen Hospital; Dwarka,India,Asia-Pacific,General Hospital,16.800000000000004,56.68,1
690,Maharaja Agrasen Superspeciality Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,56.61,1
691,Maharishi Markandeshawar Medical College and Hospital,India,Asia-Pacific,Teaching Hospital,16.800000000000004,56.55,1
692,Maharishi Markandeshwar College of Medical Science and Research,India,Asia-Pacific,General Hospital,16.800000000000004,56.49,1
693,Maharishi Markandeshwar Institute of Medical Sciences & Research,India,Asia-Pacific,Teaching Hospital,16.800000000000004,56.42,1
694,Mahatama Gandhi Medical College & Hospital,India,Asia-Pacific,Teaching Hospital,16.800000000000004,56.36,1
695,Mahatma Gandhi Cancer Hospital & Research Centre,India,Asia-Pacific,Cancer Specialty,16.800000000000004,56.30,1
696,Mahatma Gandhi Institute Of Medical Sciences,India,Asia-Pacific,Teaching Hospital,16.800000000000004,56.23,1
697,Mahatma Gandhi Medical College And Research Institute,India,Asia-Pacific,Teaching Hospital,16.800000000000004,56.17,1
698,Mahavir Jaipuria Rajasthan Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,56.11,1
699,Mahendra Gayatri Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,56.05,1
700,Maheshwari Nursing Home,India,Asia-Pacific,General Hospital,16.800000000000004,55.98,1
701,Mai Khadija Hospital And Research Centre,India,Asia-Pacific,General Hospital,16.800000000000004,55.92,1
702,Maitreya Medicare Limited,India,Asia-Pacific,General Hospital,16.800000000000004,55.86,1
703,Maitri Hospital (A Unit of Singhvi Medicare and Research Centre Pvt. Ltd.),India,Asia-Pacific,General Hospital,16.800000000000004,55.79,1
704,Malabar Cancer Centre,India,Asia-Pacific,Cancer Specialty,16.800000000000004,55.73,1
705,Malabar Hospitals (Private) Ltd.,India,Asia-Pacific,General Hospital,16.800000000000004,55.67,1
706,Malabar Institute Of Medical Science Limited; Edakkad,India,Asia-Pacific,Teaching Hospital,16.800000000000004,55.60,1
707,Malabar Institute of Medical Sciences Ltd. (Aster MIMS),India,Asia-Pacific,Teaching Hospital,16.800000000000004,55.54,1
708,Malabar Institute of Medical Sciences Ltd. (Aster Mother Hospital),India,Asia-Pacific,Teaching Hospital,16.800000000000004,55.48,1
709,Malabar Medical College Hospital & Research Centre,India,Asia-Pacific,Teaching Hospital,16.800000000000004,55.42,1
710,Malik Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,55.35,1
711,Malik Radix Healthcare Pvt. Ltd.,India,Asia-Pacific,General Hospital,16.800000000000004,55.29,1
712,Malla Reddy Narayana Multispeciality Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,55.23,1
713,Mallige Hospital (Mallige Medical Centre Pvt. Ltd.),India,Asia-Pacific,General Hospital,16.800000000000004,55.16,1
714,Mamatha Academy of Medical Sciences Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,55.10,1
715,Mangalam Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,55.04,1
716,Manglamplus Medicity LLP,India,Asia-Pacific,General Hospital,16.800000000000004,54.97,1
717,Mani Superspeciality Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,54.91,1
718,Manipal Hospital (A Unit of Manipal Hospitals; (East) India Pvt. Ltd.) - (Earlier Certificate issued in the Name of AMRI Hospital Ltd.),India,Asia-Pacific,General Hospital,16.800000000000004,54.85,1
719,Manipal Hospital; North Goa,India,Asia-Pacific,General Hospital,16.800000000000004,54.79,1
720,Manipal Hospital; Whitefield,India,Asia-Pacific,General Hospital,16.800000000000004,54.72,1
721,Manipal Hospitals (Bengaluru) Private Limited,India,Asia-Pacific,General Hospital,16.800000000000004,54.66,1
722,Manipal Hospitals (East) India Private Limited (MHEIPL) - (Earlier Certificate issued in the Name of AMRI Hospitals Ltd.),India,Asia-Pacific,General Hospital,16.800000000000004,54.60,1
723,Manipal Hospitals (East) India Private Limited - (Earlier Certificate issued in the Name of AMRI Hospitals Ltd.),India,Asia-Pacific,General Hospital,16.800000000000004,54.53,1
724,Manipal Hospitals EM Bypass (A Unit of Manipal Hospitals Eastern India Private Limited) - (Earlier Certificate issued in the Name of Medica Superspecialty Hospital),India,Asia-Pacific,General Hospital,16.800000000000004,54.47,1
725,Manipal Hospitals Private Limited,India,Asia-Pacific,General Hospital,16.800000000000004,54.41,1
726,Manipal Hospitals; Whitefield,India,Asia-Pacific,General Hospital,16.800000000000004,54.35,1
727,Manipal Northside Hospital; Malleshwaram,India,Asia-Pacific,General Hospital,16.800000000000004,54.28,1
728,Mann Multispecialty Hospital,India,Asia-Pacific,Multi Specialty,16.800000000000004,54.22,1
729,Manorama Hospitex Pvt Ltd,India,Asia-Pacific,General Hospital,16.800000000000004,54.16,1
730,Manthan Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,54.09,1
731,Manwatkar Multispeciality Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,54.03,1
732,Mar Sleeva Medicity Palai,India,Asia-Pacific,General Hospital,16.800000000000004,53.97,1
733,Marble City Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,53.90,1
734,Marble City Hospital and Research Centre,India,Asia-Pacific,General Hospital,16.800000000000004,53.84,1
735,Mark Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,53.78,1
736,Marudhar Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,53.72,1
737,Marwar Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,53.65,1
738,Marwari Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,53.59,1
739,Mary Queens Mission Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,53.53,1
740,Mata Chanan Devi Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,53.46,1
741,Mata Roop Rani Maggo Hospital & IVF Centre - (Earlier Certificate issued in the name of Mata Roop Rani Maggo and Mahindru Hospital Pvt. Ltd.),India,Asia-Pacific,General Hospital,16.800000000000004,53.40,1
742,Mavjat Multispeciality Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,53.34,1
743,Max Smart Super Speciality Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,53.27,1
744,Max Super Speciality Hospital ( A Unit of Devki Devi Foundation),India,Asia-Pacific,General Hospital,16.800000000000004,53.21,1
745,Max Super Speciality Hospital (A Unit of Alexis Multispeciality Hospital Pvt. Ltd.) - (Earlier Certificate issued in the name of Alexis Multispecialty Hospital),India,Asia-Pacific,Multi Specialty,16.800000000000004,53.15,1
746,Max Super Speciality Hospital (A Unit of Hometrail Buildtech Private Limited) - (Earlier Certificate issued in the Name of Max Super Specialty Hospital),India,Asia-Pacific,Multi Specialty,16.800000000000004,53.09,1
747,Max Super Speciality Hospital (A Unit of Starlit Medical Centre Private Limited) - (Earlier Certificate issued in the name of Sahara Hospital),India,Asia-Pacific,General Hospital,16.800000000000004,53.02,1
748,Max Super Specialty Hospital,India,Asia-Pacific,Multi Specialty,16.800000000000004,52.96,1
749,Max Super Specialty Hospital (A Unit of Jaypee Healthcare Limited) - (Earlier Certificate issued in the Name of Jaypee Hospital),India,Asia-Pacific,Multi Specialty,16.800000000000004,52.90,1
750,Max Super Specialty Hospital (A Unit of Muthoot Hospital Pvt. Ltd.),India,Asia-Pacific,Multi Specialty,16.800000000000004,52.83,1
751,Max Super Specialty Hospital; Patparganj (Run by Balaji Medical and Diagnostic Research Center),India,Asia-Pacific,Multi Specialty,16.800000000000004,52.77,1
752,Max Super Specialty Hospital; Vaisali,India,Asia-Pacific,Multi Specialty,16.800000000000004,52.71,1
753,Max Superspecility Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,52.64,1
