reference_no,name,accreditation_no,valid_from,valid_upto,remarks,accreditation_type,country,status,extracted_date
H-2020-1639,"Shalby Hospital, Mohali, Punjab, India",H-2021-0826,24 Jun 2025,23 Jun 2029,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.720750
H-2019-1453,"Best Super Speciality Hospital, Jabalpur, Madhya Pradesh, India",H-2021-0827,01 Jul 2024,30 Jun 2028,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.720750
H-2019-1528,"Kamineni Health Services Private Limited, Hyderabad, Telangana, India",H-2021-0828,01 Jul 2024,30 Jun 2028,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.721752
H-2019-1400,"BIMR Hospitals, Gwalior, Madhya Pradesh, India",H-2021-0829,01 Jul 2024,30 Jun 2028,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.721752
H-2019-1412,"KIMS ICON Hospital ( A Unit of ICON Krishi Institute of Medical Sciences Pvt. Ltd.), Visakhapatnam, Andhra Pradesh, India",H-2021-0830,01 Jul 2024,30 Jun 2028,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.721752
H-2019-1548,"Bhagwan Das Hospital, Sonipat, Haryana, India",H-2021-0831,01 Jul 2025,30 Jun 2029,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.721752
H-2020-1566,"Surya Children's Medicare Pvt. Ltd., Mumbai, Maharashtra, India",H-2021-0832,12 Jul 2024,11 Jul 2028,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.722749
H-2019-1514,"Siddhartha Hospital, Kakinada, Andhra Pradesh, India",H-2021-0833,15 Jun 2021,14 Jul 2024,Accreditation Withdrawal w.e.f 1st February 2024,NABH,India,Expired,2025-09-22T12:39:43.722749
H-2020-1561,"Ford Hospital & Research Centre, Patna, Bihar, India",H-2021-0834,25 Jul 2024,24 Jul 2028,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.722749
H-2019-1444,"Dr. Hedgewar Rugnalaya, Aurangabad, Maharashtra, India",H-2021-0835,25 Jul 2024,24 Jul 2028,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.722749
H-2019-1524,"Sushrut Hospital and Research Centre (A Unit of Chembur Hospital Project Trust), Mumbai, Maharashtra, India",H-2021-0836,25 Jul 2024,24 Jul 2028,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.722749
H-2018-1309,"Inodaya Hospitals( A Unit of Godavarthy Narasimha Murthy Health Care Pvt.Ltd), Kakinada, Andhra Pradesh, India",H-2021-0837,25 Jul 2024,24 Jul 2028,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.722749
H-2020-1611,"Apollomedics Super Speciality Hospitals, Lucknow, Uttar Pradesh, India",H-2021-0838,25 Jul 2024,24 Jul 2028,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.722749
H-2019-1532,"Shri Bhavani Multispecialty Hospital & Research Institute, Nagpur, Maharashtra, India",H-2021-0839,25 Jul 2024,24 Jul 2028,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.722749
H-2020-1568,"Dayanand Hospital & Critical Care Centre, Sonipat, Haryana, India",H-2021-0840,29 Jul 2024,28 Jul 2028,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.722749
H-2019-1520,"Kalyan Multispeciality Hospital, Gwalior, Madhya Pradesh, India",H-2021-0841,29 Jul 2021,28 Jul 2024,,NABH,India,Expired,2025-09-22T12:39:43.722749
H-2018-1346,"Vidharba Institute of Medical Sciences, Mohan Nagar, Nagpur, Maharashtra, India",H-2021-0842,05 Aug 2024,04 Aug 2028,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.722749
H-2019-1518,"Sri Shankara Cancer Hospital And Research Centre, Bangalore, Karnataka, India",H-2021-0843,05 Aug 2024,04 Aug 2028,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.723750
H-2019-1506,"Yatharth Superspeciality Hospitals, Greater Noida, Uttar Pradesh, India",H-2021-0844,14 Aug 2024,13 Aug 2028,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.723750
H-2018-1279,"Justice K. S. Hegde Charitable Hospital, Mangalore, Karnataka, India",H-2021-0845,14 Aug 2024,13 Aug 2028,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.723750
H-2019-1407,"Dr. D. Y. Patil Hospital And Research Centre, Navi Mumbai, Maharashtra, India",H-2021-0846,26 Aug 2024,25 Aug 2028,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.723750
H-2019-1539,"MGM (Mohanlal Gupta Memorial) Hospital and Research Center, Katni, Madhya Pradesh, India",H-2021-0847,26 Aug 2024,25 Aug 2028,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.723750
H-2019-1537,"Jeevan Jyoti Hospital , Prayagraj, Uttar Pradesh, India",H-2021-0848,26 Aug 2024,25 Aug 2028,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.723750
H-2019-1433,"Sri Guru Ram Dass Charitable Hospital, Amritsar, Punjab, India",H-2021-0849,26 Aug 2024,25 Aug 2028,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.723750
H-2020-1614,"Armaan Hospital, Jalandhar, Punjab, India",H-2021-0850,26 Sep 2025,25 Sep 2029,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.723750
H-2019-1428,"Gaba Hospital, Yamuna Nagar, Haryana, India",H-2021-0852,09 Sep 2024,08 Sep 2028,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.724750
H-2019-1399,"Shalby Hospital, Jaipur, Rajasthan, India",H-2021-0853,09 Sep 2024,08 Sep 2028,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.724750
H-2019-1402,"Vikash Multi Specialty Hospital, Barahagoda, Orissa, India",H-2021-0854,09 Sep 2024,08 Sep 2028,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.724750
H-2018-1360,"Suchirayu Healthcare Solution Ltd., Hubli, Karnataka, India",H-2021-0855,09 Sep 2024,08 Sep 2028,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.724750
H-2019-1519,"Suyash Institute Of Medical Science Pvt. Ltd., Raipur, Chattisgarh, India",H-2021-0856,09 Sep 2024,08 Sep 2028,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.724750
H-2020-1619,"Paras JK Hospital (A Unit of Paras Healthcare Pvt. Ltd.), Udaipur, Rajasthan, India",H-2021-0857,09 Sep 2025,08 Sep 2029,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.724750
H-2019-1465,"M.J. Naidu Super Speciality Hospital, Vijayawada, Andhra Pradesh, India",H-2021-0858,16 Sep 2021,15 Sep 2024,Voluntary Withdrawal w.e.f. 29th March 2025,NABH,India,Expired,2025-09-22T12:39:43.724750
H-2020-1603,"EPIC Hospital, Ahmedabad, Gujarat, India",H-2021-0859,16 Sep 2024,15 Sep 2028,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.724750
H-2019-1396,"M.B Multispeciality Hospitals, Visakhapatnam, Andhra Pradesh, India",H-2021-0860,16 Sep 2025,15 Sep 2029,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.724750
H-2020-1581,"Indus Jaipur Hospital (A Unit Sharma Memorial Hospital & Research Institute), Jaipur, Rajasthan, India",H-2021-0861,16 Sep 2025,15 Sep 2029,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.724750
H-2021-1658,"ABH Healthcare Private Limited (Earlier Certificate issued in the name of Anil Baghi Hospital), Ferozpur City, Punjab, India",H-2021-0862,23 Sep 2021,22 Sep 2025,Accredited on 5th Edition,NABH,India,Expired,2025-09-22T12:39:43.724750
H-2020-1632,"R J Super Speciality Hospital, Jhajjar, Haryana, India",H-2021-0863,23 Sep 2025,22 Sep 2029,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.725749
H-2019-1404,"Satguru Partap Singh Hospitals, Ludhiana, Punjab, India",H-2021-0864,01 Oct 2024,30 Sep 2028,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.725749
H-2019-1525,"Vasal Hospital, Jalandhar, Punjab, India",H-2021-0865,01 Oct 2024,30 Sep 2028,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.725749
H-2018-1306,"Bombay Hospital & Research Centre, Jabalpur, Madhya Pradesh, India",H-2021-0866,01 Oct 2021,30 Sep 2025,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.725749
H-2019-1387,"Gurukripa Hospitals, Sikar, Rajasthan, India",H-2021-0867,07 Oct 2024,06 Oct 2028,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.726750
H-2019-1526,"Sparsh Hospital (A Unit Of Shiva & Shiva Orthopaedic Hospital Private Limited), Bangalore, Karnataka, India",H-2021-0868,05 Aug 2025,04 Aug 2029,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.726750
H-2019-1468,"Akashdeep Hospital, Amritsar, Punjab, India",H-2021-0869,14 Oct 2024,13 Oct 2028,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.726750
H-2020-1602,"HCG EKO Cancer Centre, Kolkata, West Bengal, India",H-2021-0870,28 Oct 2021,27 Oct 2025,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.726750
H-2019-1419,"Healthworld Hospitals A Unit Of Parashmani Medical Centre Pvt Ltd, Durgapur, West Bengal, India",H-2021-0871,09 Dec 2021,08 Dec 2025,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.726750
H-2019-1424,"Medigram The Super Speciality , Hospital, A Unit Of Saharanpur Institute Of Medical Sciences, Saharanpur, Uttar Pradesh, India",H-2021-0872,11 Nov 2024,10 Nov 2028,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.726750
H-2019-1516,"Mann Multispecialty Hospital, Rohtak, Haryana, India",H-2021-0873,11 Nov 2024,10 Nov 2028,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.726750
H-2020-1582,"Holy Cross Hospital, Nagercoil, Tamil Nadu, India",H-2021-0874,11 Nov 2021,10 Nov 2025,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.726750
H-2020-1648,"St.Thomas Hospital, Changanassery, Kottayam, Kerala, India",H-2021-0875,11 Nov 2025,10 Nov 2029,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.726750
H-2018-1358,"Leonard Hospital, Dindigul, Tamil Nadu, India",H-2021-0876,18 Nov 2021,17 Nov 2025,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.726750
H-2020-1651,"Pawan Hospital, Faridabad, Haryana, India",H-2021-0877,10 Nov 2021,09 Nov 2025,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.726750
H-2016-1082,"Krishna Hospital & Research Centre, Haldwani (Nanital), Uttarakhand, India",H-2021-0878,01 Dec 2024,30 Nov 2028,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.726750
H-2014-0840,"Kothari Medical Centre, Kolkata, West Bengal, India",H-2021-0879,01 Dec 2024,30 Nov 2028,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.727750
H-2010-0417,"Sadhu Vaswani Mission’s Medical Complex, Pune, Maharashtra, India",H-2021-0880,01 Dec 2024,30 Nov 2028,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.727750
H-2018-1348,"Sacred Heart Hospital, Thoothukudi, Tamil Nadu, India",H-2021-0881,01 Dec 2021,30 Nov 2025,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.727750
H-2021-1714,"SSB Heart And Multispecialty Hospital (A Unit of SSB Central Hospital and Research Center Limited), Faridabad, Haryana, India",H-2021-0882,01 Dec 2021,30 Nov 2025,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.727750
H-2021-1748,"Omega Hospitals ( A Unit Of Vizag Specialty Hospitals), Visakhapatnam, Andhra Pradesh, India",H-2021-0883,09 Dec 2021,08 Dec 2025,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.727750
H-2019-1418,"Vikram Aura Hospitals - (Earlier Certificate issued in the Name of Fortis Lafemme Hospital), Bangalore, Karnataka, India",H-2021-0884,16 Dec 2021,15 Dec 2025,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.727750
H-2020-1640,"Apollo DRDO Hospitals, Hyderabad, Telangana, India",H-2021-0885,16 Dec 2021,15 Dec 2025,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.727750
H-2020-1633,"Apollo Adlux Hospital (A Unit Of Adlux Medicity & Convention Centre Private Limited), Ernakulam, Kerala, India",H-2021-0886,16 Dec 2021,15 Dec 2025,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.727750
H-2020-1556,"Dr. Raghoji Kidney Hospital & Research Center Pvt. Ltd., Solapur, Maharashtra, India",H-2021-0887,23 Dec 2021,22 Dec 2025,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.727750
H-2019-1408,"SGT Medical College Hospital and Research Institute, Gurgaon, Haryana, India",H-2021-0888,23 Dec 2021,22 Dec 2025,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.727750
H-2020-1641,"Mahavir Jaipuria Rajasthan Hospital, Jaipur, Rajasthan, India",H-2021-0889,23 Dec 2021,22 Dec 2025,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.728749
H-2021-1687,"Krishna Institute of Medical Sciences Ltd., Nellore, Andhra Pradesh, India",H-2021-0890,23 Dec 2021,22 Dec 2025,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.728749
H-2019-1478,"Sri Venkateswara Institute Of Medical Sciences, Chittoor, Tirupati, Andhra Pradesh, India",H-2022-0891,06 Jan 2025,05 Jan 2029,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.728749
H-2021-1666,"Gunjkar Multispeciality Hospital, Pune, Maharashtra, India",H-2022-0892,06 Jan 2022,05 Jan 2026,Voluntary Withdrawal w.e.f 28th March 2025,NABH,India,Active,2025-09-22T12:39:43.728749
H-2018-1244,"Riddhivinayak Multispeciality Hospital, Palghar, Maharashtra, India",H-2022-0893,06 Jan 2022,05 Jan 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.728749
H-2020-1564,"Charak Hospital & Research Centre, Lucknow, Uttar Pradesh, India",H-2022-0894,13 Jan 2025,12 Jan 2029,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.728749
H-2019-1432,"Healthway Hospitals Pvt. Ltd., Goa, Maharashtra, India",H-2022-0895,20 Jan 2025,19 Jan 2029,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.728749
H-2018-1291,"Medicover Hospital (A Unit of Sahrudaya Healthcare Pvt. Ltd.), Visakhapatnam, Andhra Pradesh, India",H-2022-0896,07 Oct 2021,06 Oct 2025,Voluntary Withdrawal w.e.f 18th March 2024,NABH,India,Active,2025-09-22T12:39:43.728749
H-2019-1473,"ANU Institute of Neuro & Cardiac Sciences (A Unit of Sri Anu Hospitals Pvt. Ltd.), Visakhapatnam, Andhra Pradesh, India",H-2022-0897,24 Jun 2021,23 Jun 2024,Accreditation Withdrawal w.e.f 9th February 2024,NABH,India,Expired,2025-09-22T12:39:43.729753
H-2021-1685,"Shree Aggarsain International Hospital, New Delhi, Delhi, India",H-2022-0898,20 Jan 2022,19 Jan 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.729753
H-2021-1782,"Omega Hospitals (Guntur Institute Of Oncology), Guntur, Andhra Pradesh, India",H-2022-0899,20 Jan 2022,19 Jan 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.729753
H-2019-1535,"Lifeline Hospital, Pune , Haveli, Maharashtra, India",H-2022-0900,27 Jan 2025,26 Jan 2029,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.729753
H-2018-1332,"Royal Care Super Speciality Hospital Ltd., Sulur , Tamil Nadu, India",H-2022-0901,27 Jan 2025,26 Jan 2029,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.729753
H-2018-1338,"Ranjit Hospital, Amritsar, Punjab, India",H-2022-0902,27 Jan 2025,26 Jan 2029,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.729753
H-2021-1734,"Kailashi Super Speciality Hospital,Meerut, Mandya, Karnataka, India",H-2022-0903,27 Jan 2022,26 Jan 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.729753
H-2021-1670,"DHS Multispecialty Hospital, Ahmedabad, Gujarat, India",H-2022-0904,05 Feb 2022,04 Feb 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.730751
H-2021-1769,"N. C. Jindal Institute Of Medical Care & Research , Hisar, Haryana, India",H-2022-0905,16 Jun 2025,15 Jun 2029,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.730751
H-2020-1637,"BS Heartcare & Multispeciality Hospital, Kurukshetra, Haryana, India",H-2022-0906,10 Feb 2022,09 Feb 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.732698
H-2021-1681,"Siddaganga Hospital (A Unit of Sree Siddaganga Math SSMCRI), Tumakuru, Karnataka, India",H-2022-0907,10 Feb 2022,09 Feb 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.732698
H-2020-1590,"MMRRDI Seth Nandlal Dhoot Hospital, Aurangabad, Maharashtra, India",H-2022-0908,10 Feb 2022,09 Feb 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.732698
H-2020-1634,"American Oncology Institute (A Unit Of Cancer Treatment Services Hyderabad Pvt. Ltd.), Vijayawada, Andhra Pradesh, India",H-2022-0909,10 Mar 2022,09 Mar 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.732698
H-2018-1257,"Shifa Hospitals, Tirunelveli, Tamil Nadu, India",H-2022-0910,10 Mar 2022,09 Mar 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.732698
H-2020-1624,"RS Gaur Global Multispeciality Hospital Private Limited, Jhajjar, Haryana, India",H-2022-0911,10 Mar 2022,09 Mar 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.732698
H-2018-1270,"Apollo Hospitals, Tondiarpet, Chennai, Tamil Nadu, India",H-2022-0912,10 Mar 2022,09 Mar 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.733831
H-2021-1736,"Amar Medical & Research Centre, Jaipur, Rajasthan, India",H-2022-0913,17 Mar 2022,16 Mar 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.733831
H-2019-1503,"Global Longlife Hospital & Research Pvt. Ltd., Ahmedabad, Gujarat, India",H-2022-0914,17 Mar 2022,16 Mar 2025,Forced Withdrawal of Accreditation w.e.f. 4th April 2024,NABH,India,Expired,2025-09-22T12:39:43.733831
H-2019-1482,"Prolife Hospital, Ludhiana, Punjab, India",H-2022-0915,17 Mar 2022,16 Mar 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.733831
H-2020-1595,"Shivalik Medical Centre Pvt. Limited, Noida, Uttar Pradesh, India",H-2022-0916,17 Mar 2022,16 Mar 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.733831
H-2021-1775,"CKRD Memorial Hospital And Research Institute, Jhunjhunu, Rajasthan, India",H-2022-0917,17 Mar 2022,16 Mar 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.733831
H-2020-1601,"HCG Hospitals (Unit of HCG Sun Hospitals LLP), Rajkot, Gujarat, India",H-2022-0918,17 Mar 2022,16 Mar 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.733831
H-2021-1716,"GCS Medical College, Hospital & Research Centre, Ahmedabad, Gujarat, India",H-2022-0919,17 Mar 2022,16 Mar 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.734827
H-2017-1161,"Shri Ram Murti Smarak Institute of Medical Sciences , Bareilly, Uttar Pradesh, India",H-2022-0920,23 Mar 2025,22 Mar 2029,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.734827
H-2021-1693,"Zydus Hospitals And Health Care Research Private Limited, Ahmedabad, Gujarat, India",H-2022-0921,23 Mar 2022,22 Mar 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.734827
H-2021-1758,"CKS Hospital (A Unit of CKS Medicare Pvt. Ltd.), Jaipur, Rajasthan, India",H-2022-0922,23 Mar 2022,22 Mar 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.734827
H-2021-1657,"Unity Trauma Center and ICU, Surat, Gujarat, India",H-2022-0923,23 Mar 2022,22 Mar 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.734827
H-2021-1735,"Institute Of Human Behaviour And Allied Sciences, Delhi, Delhi, India",H-2022-0924,23 Mar 2022,22 Mar 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.734827
H-2019-1430,"Jubilee Mission Medical College And Research Institute, Thrissur, Kerala, India",H-2022-0925,09 Apr 2025,08 Apr 2029,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.734827
H-2019-1531,"Chirayu Hospital, Jaipur, Rajasthan, India",H-2022-0926,09 Apr 2022,08 Apr 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.734827
H-2020-1622,"Horizon Prime Hospital, Thane, Maharashtra, India",H-2022-0927,09 Apr 2022,08 Apr 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.734827
H-2021-1704,"NIMS Medicity, Thiruvananthapuram, Neyyatinkara, Kerala, India",H-2022-0928,09 Apr 2022,08 Apr 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.736259
H-2018-1370,"KMC Hospital Attavar Mangalore, Mangalore, Karnataka, India",H-2022-0929,09 Apr 2022,08 Apr 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.736259
H-2019-1445,"Tirumala Medicover Hospital (Sahrudaya Health Care Vizianagaram Pvt. Ltd.), Vizianagaram, Andhra Pradesh, India",H-2022-0930,09 Apr 2022,08 Apr 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.737279
H-2021-1719,"MGM Hospital and Research Centre , Mumbai, Maharashtra, India",H-2022-0931,09 Apr 2022,08 Apr 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.738266
H-2021-1692,"Solapur Cancer Center, Solapur, Maharashtra, India",H-2022-0932,09 Apr 2022,08 Apr 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.739266
H-2021-1694,"Shri Mahant Indiresh Hospital, Dehradun, Uttarakhand, India",H-2022-0933,09 Apr 2022,08 Apr 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.739266
H-2021-1737,"BIG Apollo Spectra Hospitals, Patna, Bihar, India",H-2022-0934,09 Apr 2022,08 Apr 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.739266
H-2019-1417,"Shree Narayana Hospital, Raipur, Chattisgarh, India",H-2022-0935,09 Apr 2022,08 Apr 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.739266
H-2021-1696,"Medanta Lucknow (A Unit of Global Health Limited) - (Earlier Certificate issued in the Name Medanta Lucknow (A Unit of Medanta Holdings Pvt. Ltd.), Lucknow, Uttar Pradesh, India",H-2022-0936,09 Apr 2022,08 Apr 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.739266
H-2021-1701,"Sewak Sabha Charitable Trust Hospital, Hisar, Haryana, India",H-2022-0937,09 Apr 2022,08 Apr 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.739266
H-2020-1583,"Deep Nursing Home & Children Hospital, Ludhiana, Punjab, India",H-2022-0938,15 Apr 2025,14 Apr 2029,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.740328
H-2018-1362,"R.L. Jalappa Hospital And Research Center, Kolar, Karnataka, India",H-2022-0939,15 Apr 2022,14 Apr 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.740328
H-2019-1470,"Sri Manakula Vinayagar Medical College and Hospital, Puducherry, Puducherry, India",H-2022-0940,15 Apr 2022,14 Apr 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.740328
H-2021-1680,"Kauvery Hospitals (Bengaluru) Private Limited, Bangalore, Karnataka, India",H-2022-0941,23 Apr 2022,22 Apr 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.740328
H-2020-1607,"St. Thomas Hospital, Chennai, Tamil Nadu, India",H-2022-0942,23 Apr 2022,22 Apr 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.740328
H-2017-1231,"Orthonova Joint & Trauma Hospital Pvt. Ltd., Jalandhar, Punjab, India",H-2022-0943,30 Apr 2022,29 Apr 2025,,NABH,India,Expired,2025-09-22T12:39:43.740328
H-2021-1697,"Ashwini Hospital, Cuttack, Orissa, India",H-2022-0944,30 Apr 2022,29 Apr 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.740328
H-2021-1705,"Miri Piri Institute of Medical Sciences & Research (Chritable Trust), Markanda, Kurukshetra, Shahbad, Haryana, India",H-2022-0945,30 Apr 2022,29 Apr 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.740328
H-2021-1709,"Health City Hospital (A Unit of North East Health City Pvt. Ltd.), Guwahati, Assam, India",H-2022-0946,30 Apr 2022,29 Apr 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.741337
H-2021-1703,"Kota Heart Institute & Research Center, Kota, Rajasthan, India",H-2022-0947,30 Apr 2022,29 Apr 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.741337
H-2021-1750,"Neuro One Hospital, Trichy, Trichy, Tamil Nadu, India",H-2022-0948,30 Apr 2022,29 Apr 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.741337
H-2021-1753,"Kasturi Medical Centre Pvt. Ltd, Kolkata, West Bengal, India",H-2022-0949,30 Apr 2022,30 Apr 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.741337
H-2019-1489,"KIMS Super Speciality Hospital Pvt. Ltd., Bilaspur, Chattisgarh, India",H-2022-0950,06 May 2025,05 May 2029,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.741337
H-2019-1421,"Sri Ramachandra Hospital, Chennai, Tamil Nadu, India",H-2022-0951,06 May 2022,05 May 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.741337
H-2019-1442,"Rainbow Children's Medicare Pvt. Ltd., Chennai, Tamil Nadu, India",H-2022-0952,06 May 2022,05 May 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.741337
H-2021-1661,"American Oncology Institute (A Unit Of Cancer Treatment Services Hyderabad Private Limited), Guntur, Andhra Pradesh, India",H-2022-0953,06 May 2022,05 May 2026,Voluntary Withdrawal w.e.f. 9th April 2025,NABH,India,Active,2025-09-22T12:39:43.741337
H-2018-1288,"Sarvodya Hospital, Jalandhar, Punjab, India",H-2022-0954,06 May 2022,05 May 2026,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.742336
